,text,inputs,prediction,prediction_agent,annotation,annotation_agent,vectors,multi_label,explanation,id,metadata,status,event_timestamp,metrics
43,CAN I JUST SAY my queer friends can literally tell me they want me to ride them and I'm like THANKS but a straight man looks at me i vom,"{'text': ""CAN I JUST SAY my queer friends can literally tell me they want me to ride them and I'm like THANKS but a straight man looks at me i vom""}",,,3 (neutral),argilla,,False,,4544,,Validated,2023-05-01 17:44:31.201868,{'text_length': 136}
44,Why do we erase intersex people? What’s really good?,{'text': 'Why do we erase intersex people? What’s really good?'},,,1 (extremely positive),argilla,,False,,4545,,Validated,2023-05-01 17:44:31.201929,{'text_length': 52}
45,EVEN IF YOU DON'T 'AGREE' WITHS TRANS PEOPLE IT DOESN'T HURT YOU TO ISE THE RIGHT PRONOUNS AND NAME FOR SOMEONE FUCKING HELL,"{'text': ""EVEN IF YOU DON'T 'AGREE' WITHS TRANS PEOPLE IT DOESN'T HURT YOU TO ISE THE RIGHT PRONOUNS AND NAME FOR SOMEONE FUCKING HELL""}",,,1 (extremely positive),argilla,,False,,4546,,Validated,2023-05-01 17:44:31.202004,{'text_length': 124}
46,it sucks so much watching people in the LGBTQ+ community belittle bi people &amp; say that we doesn't exist like. im valid too please stop,"{'text': ""it sucks so much watching people in the LGBTQ+ community belittle bi people &amp; say that we doesn't exist like. im valid too please stop""}",,,1 (extremely positive),argilla,,False,,4547,,Validated,2023-05-01 17:44:31.202084,{'text_length': 138}
47,"What sounds better: celibate, asexual or theoretically bisexual but it's a moot point?","{'text': ""What sounds better: celibate, asexual or theoretically bisexual but it's a moot point?""}",,,3 (neutral),argilla,,False,,4548,,Validated,2023-05-01 17:44:31.202144,{'text_length': 86}
48,"some guy: trans women are men in dresses
me: that's fucked up to say and here's why
the guy: trans women are men in dresses
other people: he's really a good guy he's kind hearted give him a chance!!! 💚❤✨💙💚❤✨","{'text': ""some guy: trans women are men in dresses\nme: that's fucked up to say and here's why\nthe guy: trans women are men in dresses\nother people: he's really a good guy he's kind hearted give him a chance!!! 💚❤✨💙💚❤✨""}",,,6 (can't say!),argilla,,False,,4549,,Validated,2023-05-01 17:44:31.202211,{'text_length': 207}
49,for a while I regretted writing that piece on intersex n trans discourse because it caused a lot of trans people to fuckin hate me,{'text': 'for a while I regretted writing that piece on intersex n trans discourse because it caused a lot of trans people to fuckin hate me'},,,3 (neutral),argilla,,False,,4550,,Validated,2023-05-01 17:44:31.202272,{'text_length': 130}
50,"“well i didn’t cry at dead poet’s society”
“that’s cause you’re not gay”
-me and that same friend",{'text': '“well i didn’t cry at dead poet’s society”\n“that’s cause you’re not gay”\n-me and that same friend'},,,3 (neutral),argilla,,False,,4551,,Validated,2023-05-01 17:44:31.202345,{'text_length': 97}
51,i was reading some stuff – is it true that john o'callaghan from the maine is asexual? can someone link me to stuff?,"{'text': ""i was reading some stuff – is it true that john o'callaghan from the maine is asexual? can someone link me to stuff?""}",,,2 (positive),argilla,,False,,4552,,Validated,2023-05-01 17:44:31.202413,{'text_length': 116}
52,"Come on, #Christian Tweeps! @HollyRFisher deserves kindness and forgiveness—it's not like Chuck reported she is a lesbian! #LGBT","{'text': ""Come on, #Christian Tweeps! @HollyRFisher deserves kindness and forgiveness—it's not like Chuck reported she is a lesbian! #LGBT""}",,,2 (positive),argilla,,False,,4553,,Validated,2023-05-01 17:44:31.202473,{'text_length': 128}
53,[TRANS] @ dlwnsghek: @ Jh_union thank you very much! i already received them. i will work harder^^,{'text': '[TRANS] @ dlwnsghek: @ Jh_union thank you very much! i already received them. i will work harder^^'},,,1 (extremely positive),argilla,,False,,4554,,Validated,2023-05-01 17:44:31.202533,{'text_length': 98}
54,"Don't be fooled by the rocks that I got I'm still, I'm still Jenny with a cock.  ~The Transsexual on my block","{'text': ""Don't be fooled by the rocks that I got I'm still, I'm still Jenny with a cock.  ~The Transsexual on my block""}",,,3 (neutral),argilla,,False,,4555,,Validated,2023-05-01 17:44:31.202592,{'text_length': 109}
55,"On the cubicle door in the men's toilets someone had written ""trans is beautiful"" sup random dude lol.","{'text': 'On the cubicle door in the men\'s toilets someone had written ""trans is beautiful"" sup random dude lol.'}",,,4 (hateful),argilla,,False,,4556,,Validated,2023-05-01 17:44:31.202651,{'text_length': 102}
56,So I just watched my first episode of Queer Eye and I’m crying,{'text': 'So I just watched my first episode of Queer Eye and I’m crying'},,,2 (positive),argilla,,False,,4557,,Validated,2023-05-01 17:44:31.202712,{'text_length': 62}
57,Bbdbgdhgf dating sounds terrible. Ima stick to being a badass asexual feminist bitch with a seasonal harem of choice.,{'text': 'Bbdbgdhgf dating sounds terrible. Ima stick to being a badass asexual feminist bitch with a seasonal harem of choice.'},,,3 (neutral),argilla,,False,,4558,,Validated,2023-05-01 17:44:31.202771,{'text_length': 117}
58,It's a bigger win than we even thought: actual vote count was 211-116! #NH4M #lgbt,"{'text': ""It's a bigger win than we even thought: actual vote count was 211-116! #NH4M #lgbt""}",,,2 (positive),argilla,,False,,4559,,Validated,2023-05-01 17:44:31.202829,{'text_length': 82}
59,To anyone watching my story i’m not lesbian I was just drunk and I love my best friends lol,{'text': 'To anyone watching my story i’m not lesbian I was just drunk and I love my best friends lol'},,,3 (neutral),argilla,,False,,4560,,Validated,2023-05-01 17:44:31.202890,{'text_length': 91}
60,Trans kids deserve to pee. Hungry kids deserve to eat. #transrights #feedthekids,{'text': 'Trans kids deserve to pee. Hungry kids deserve to eat. #transrights #feedthekids'},,,1 (extremely positive),argilla,,False,,4561,,Validated,2023-05-01 17:44:31.202961,{'text_length': 80}
61,"""I fucking hate women, I'm going to turn gay"" 
Brendan Sleigh everyone x","{'text': '""I fucking hate women, I\'m going to turn gay"" \nBrendan Sleigh everyone x'}",,,2 (positive),argilla,,False,,4562,,Validated,2023-05-01 17:44:31.203034,{'text_length': 72}
62,I stand with my trans siblings now and forever. They deserve dignity and safety and their humanity is not to be questioned. #TransgenderDayOfRemembrance,{'text': 'I stand with my trans siblings now and forever. They deserve dignity and safety and their humanity is not to be questioned. #TransgenderDayOfRemembrance'},,,1 (extremely positive),argilla,,False,,4563,,Validated,2023-05-01 17:44:31.203097,{'text_length': 152}
63,i just got a little gay by listening to joeys music,{'text': 'i just got a little gay by listening to joeys music'},,,2 (positive),argilla,,False,,4564,,Validated,2023-05-01 17:44:31.203155,{'text_length': 51}
64,"trans men are the real danger, tbqfh","{'text': 'trans men are the real danger, tbqfh'}",,,5 (extremely hateful),argilla,,False,,4565,,Validated,2023-05-01 17:44:31.203214,{'text_length': 36}
65,"Fear of a Queer Planet: #Homophobia &amp; #Transphobia = wish &amp; fantasy of a world without #LGBTQ people, ""they don't exist"" or ""s'not natural"".","{'text': 'Fear of a Queer Planet: #Homophobia &amp; #Transphobia = wish &amp; fantasy of a world without #LGBTQ people, ""they don\'t exist"" or ""s\'not natural"".'}",,,1 (extremely positive),argilla,,False,,4566,,Validated,2023-05-01 17:44:31.203272,{'text_length': 148}
66,hi freddie mercury was bisexual.,{'text': 'hi freddie mercury was bisexual.'},,,2 (positive),argilla,,False,,4567,,Validated,2023-05-01 17:44:31.203330,{'text_length': 32}
67,Being a transsexual is such a male thing.,{'text': 'Being a transsexual is such a male thing.'},,,2 (positive),argilla,,False,,4568,,Validated,2023-05-01 17:44:31.203398,{'text_length': 41}
68,"Dad: I didn't know you were into Sufjan Stevens
Me: Dad, I'm gay","{'text': ""Dad: I didn't know you were into Sufjan Stevens\nMe: Dad, I'm gay""}",,,2 (positive),argilla,,False,,4569,,Validated,2023-05-01 17:44:31.203456,{'text_length': 64}
69,Holy shit there is an intersex character in this. That's the first time I've seen that group represented.,"{'text': ""Holy shit there is an intersex character in this. That's the first time I've seen that group represented.""}",,,2 (positive),argilla,,False,,4570,,Validated,2023-05-01 17:44:31.203516,{'text_length': 105}
70,i need a shemale rn,{'text': 'i need a shemale rn'},,,4 (hateful),argilla,,False,,4571,,Validated,2023-05-01 17:44:31.203591,{'text_length': 19}
71,"pride is worth absolutely nothing if all you celebrate is cis, white, gay love. f**k your rainbows, help queer &amp; trans people","{'text': 'pride is worth absolutely nothing if all you celebrate is cis, white, gay love. f**k your rainbows, help queer &amp; trans people'}",,,1 (extremely positive),argilla,,False,,4572,,Validated,2023-05-01 17:44:31.203653,{'text_length': 129}
72,I just spent 2 hours in a class about taboo topics including sexuality that never mentioned homosexuality or transgender patients.,{'text': 'I just spent 2 hours in a class about taboo topics including sexuality that never mentioned homosexuality or transgender patients.'},,,2 (positive),argilla,,False,,4573,,Validated,2023-05-01 17:44:31.203712,{'text_length': 130}
73,it really is fucked up that zootopia pussed out on the last minute on portraying inter species sex,{'text': 'it really is fucked up that zootopia pussed out on the last minute on portraying inter species sex'},,,2 (positive),argilla,,False,,4574,,Validated,2023-05-01 17:44:31.203771,{'text_length': 98}
74,"Anthony “Bubbles” Torres
San Francisco, California, USA
9-Sep-17
Shot
Note: Like Imer Alvarado, above, Bubbles did not identify as a transgender woman. He was, nevertheless, presenting in feminine attire at the time of his murder, and this may have had a hand in this death.
#TDOR","{'text': 'Anthony “Bubbles” Torres\nSan Francisco, California, USA\n9-Sep-17\nShot\nNote: Like Imer Alvarado, above, Bubbles did not identify as a transgender woman. He was, nevertheless, presenting in feminine attire at the time of his murder, and this may have had a hand in this death.\n#TDOR'}",,,3 (neutral),argilla,,False,,4575,,Validated,2023-05-01 17:44:31.203832,{'text_length': 280}
75,Cocksucking motherfucker I lost my library card,{'text': 'Cocksucking motherfucker I lost my library card'},,,4 (hateful),argilla,,False,,4576,,Validated,2023-05-01 17:44:31.203893,{'text_length': 47}
76,I hate the way lesbians are sexualized by straight men as if straight men are not the farthest thing from relevant to gay girls,{'text': 'I hate the way lesbians are sexualized by straight men as if straight men are not the farthest thing from relevant to gay girls'},,,2 (positive),argilla,,False,,4577,,Validated,2023-05-01 17:44:31.203957,{'text_length': 127}
77,ur mcm hates gays but jacks off to lesbian porn every night,{'text': 'ur mcm hates gays but jacks off to lesbian porn every night'},,,2 (positive),argilla,,False,,4578,,Validated,2023-05-01 17:44:31.204164,{'text_length': 59}
78,I be damned if i let a Fag bisexual clown with only 1000 some followers to talk shit lmaoooo COMEDYYYY,{'text': 'I be damned if i let a Fag bisexual clown with only 1000 some followers to talk shit lmaoooo COMEDYYYY'},,,2 (positive),argilla,,False,,4579,,Validated,2023-05-01 17:44:31.204349,{'text_length': 102}
79,I was today years old when I found out @will_hayes09 isn’t gay.,{'text': 'I was today years old when I found out @will_hayes09 isn’t gay.'},,,3 (neutral),argilla,,False,,4580,,Validated,2023-05-01 17:44:31.204436,{'text_length': 63}
80,I love how so many girls claim to be bisexual like until you've eaten pussy you don't like girls gtfoh,"{'text': ""I love how so many girls claim to be bisexual like until you've eaten pussy you don't like girls gtfoh""}",,,3 (neutral),argilla,,False,,4581,,Validated,2023-05-01 17:44:31.204527,{'text_length': 102}
81,"""Homosexual murderers!"" This is so great. Also queer baiting.","{'text': '""Homosexual murderers!"" This is so great. Also queer baiting.'}",,,3 (neutral),argilla,,False,,4582,,Validated,2023-05-01 17:44:31.204599,{'text_length': 61}
82,Bisexual people are: more likely to commit suicide; more likely to suffer MH issues; more likely to self harm; less likely to come out,{'text': 'Bisexual people are: more likely to commit suicide; more likely to suffer MH issues; more likely to self harm; less likely to come out'},,,2 (positive),argilla,,False,,4583,,Validated,2023-05-01 17:44:31.204669,{'text_length': 134}
83,"that transboy group chat was literally all of white trans twitter in one place 
fuck that hahaha",{'text': 'that transboy group chat was literally all of white trans twitter in one place \nfuck that hahaha'},,,3 (neutral),argilla,,False,,4584,,Validated,2023-05-01 17:44:31.204731,{'text_length': 96}
84,My mom is convinced that every guy that doesn't like me has to be gay 🙄,"{'text': ""My mom is convinced that every guy that doesn't like me has to be gay 🙄""}",,,3 (neutral),argilla,,False,,4585,,Validated,2023-05-01 17:44:31.204798,{'text_length': 71}
85,.@SarahEMcBride is the first transgender American to address a national convention. And she killed it. #DemsInPhilly,{'text': '.@SarahEMcBride is the first transgender American to address a national convention. And she killed it. #DemsInPhilly'},,,1 (extremely positive),argilla,,False,,4586,,Validated,2023-05-01 17:44:31.204861,{'text_length': 116}
86,"And my section less niggas, more lesbians 😜","{'text': 'And my section less niggas, more lesbians 😜'}",,,3 (neutral),argilla,,False,,4587,,Validated,2023-05-01 17:44:31.204924,{'text_length': 43}
87,i mean you can't expect a lesbian to wanna put their mouth near some pussy that a dick was just in a couple days ago .,"{'text': ""i mean you can't expect a lesbian to wanna put their mouth near some pussy that a dick was just in a couple days ago .""}",,,3 (neutral),argilla,,False,,4588,,Validated,2023-05-01 17:44:31.204997,{'text_length': 118}
88,HAHA FUKIN FRESHMAN U LITTLE PUSS C SHOVE U IN A MF LOCKER U SCRAWNY NERD GO BACK 2 POOL U QUEER,{'text': 'HAHA FUKIN FRESHMAN U LITTLE PUSS C SHOVE U IN A MF LOCKER U SCRAWNY NERD GO BACK 2 POOL U QUEER'},,,3 (neutral),argilla,,False,,4589,,Validated,2023-05-01 17:44:31.205103,{'text_length': 96}
89,INTERSEX PEOPLE EXIST!!!! GENDER IS A SPECTRUM!!! YALL DUMB FOR HATING ON FEMINISTS WHEN THEY BE MAD AT ALL MEN WHEN YALL THE SAME IDIOTS!! HATING ON PPL FOR BEING BORN THE WAY THEY WERE!!!!!!,{'text': 'INTERSEX PEOPLE EXIST!!!! GENDER IS A SPECTRUM!!! YALL DUMB FOR HATING ON FEMINISTS WHEN THEY BE MAD AT ALL MEN WHEN YALL THE SAME IDIOTS!! HATING ON PPL FOR BEING BORN THE WAY THEY WERE!!!!!!'},,,1 (extremely positive),argilla,,False,,4590,,Validated,2023-05-01 17:44:31.205172,{'text_length': 192}
90,Happy fathers day to all the trans dads out there whatever your gender,{'text': 'Happy fathers day to all the trans dads out there whatever your gender'},,,1 (extremely positive),argilla,,False,,4591,,Validated,2023-05-01 17:44:31.205251,{'text_length': 70}
91,"""I'm in love with a man. ""What?"" I'm in love with a man. A man called God. Does that make me gay? Am I ""gay for God""? -Charlie","{'text': '""I\'m in love with a man. ""What?"" I\'m in love with a man. A man called God. Does that make me gay? Am I ""gay for God""? -Charlie'}",,,2 (positive),argilla,,False,,4592,,Validated,2023-05-01 17:44:31.205315,{'text_length': 126}
