,text,inputs,prediction,prediction_agent,annotation,annotation_agent,vectors,multi_label,explanation,id,metadata,status,event_timestamp,metrics
14,"how do ppl like #StarTrek &amp; also hate LGBT people or Muslims or gun control or people of color or whatever. like, either take the core message of tolerance and compassion to heart and adjust your attitude or get the hell out of my fandom. your shit is what humanity left behind.","{'text': 'how do ppl like #StarTrek &amp; also hate LGBT people or Muslims or gun control or people of color or whatever. like, either take the core message of tolerance and compassion to heart and adjust your attitude or get the hell out of my fandom. your shit is what humanity left behind.'}",,,2 (positive/supportive),admin,,False,,4515,,Validated,2023-09-26 08:34:04.390135,{'text_length': 282}
15,guys is it gay to ruffle? You're disturbing 😔,"{'text': ""guys is it gay to ruffle? You're disturbing 😔""}",,,2 (positive/supportive),admin,,False,,4516,,Validated,2023-09-26 08:34:04.390293,{'text_length': 45}
16,"It doesn't matter if ur straight, gay, bisexual, transgender, black, white....ill hate you all the same if ur a asshole","{'text': ""It doesn't matter if ur straight, gay, bisexual, transgender, black, white....ill hate you all the same if ur a asshole""}",,,2 (positive/supportive),admin,,False,,4517,,Validated,2023-09-26 08:34:04.390428,{'text_length': 119}
17,zac efron is bisexual there is a lord,{'text': 'zac efron is bisexual there is a lord'},,,2 (positive/supportive),admin,,False,,4518,,Validated,2023-09-26 08:34:04.390507,{'text_length': 37}
18,"my family has been pretty supportive w the lgbt+ community lately,, do i come out","{'text': 'my family has been pretty supportive w the lgbt+ community lately,, do i come out'}",,,2 (positive/supportive),admin,,False,,4519,,Validated,2023-09-26 08:34:04.390576,{'text_length': 81}
19,"been thinking ab LGBTQ+ acronym. + implies ""not essential."" #LGBTQIA = 7 letters, same as phone #. not ""too many to remember"" #intersex","{'text': 'been thinking ab LGBTQ+ acronym. + implies ""not essential."" #LGBTQIA = 7 letters, same as phone #. not ""too many to remember"" #intersex'}",,,2 (positive/supportive),admin,,False,,4520,,Validated,2023-09-26 08:34:04.390643,{'text_length': 135}
20,Fucking hate the gays,{'text': 'Fucking hate the gays'},,,5 (extremely hateful/unsupportive),admin,,False,,4521,,Validated,2023-09-26 08:34:04.390727,{'text_length': 21}
21,"Best I can figure the heirarchy of lives mattering:
Black &gt; LGBTQ* &gt; Muslim &gt; Brown &gt; Fat White &gt; White with a Limp &gt; White
@SooperMexican",{'text': 'Best I can figure the heirarchy of lives mattering:\nBlack &gt; LGBTQ* &gt; Muslim &gt; Brown &gt; Fat White &gt; White with a Limp &gt; White\n@SooperMexican'},,,4 (hateful/unsupportive),admin,,False,,4522,,Validated,2023-09-26 08:34:04.390795,{'text_length': 156}
22,"Ted Cruz: ""Everyone in New York is a goddamn queer."" #GOPDebate","{'text': 'Ted Cruz: ""Everyone in New York is a goddamn queer."" #GOPDebate'}",,,4 (hateful/unsupportive),admin,,False,,4523,,Validated,2023-09-26 08:34:04.390860,{'text_length': 63}
23,"Them Girls Be Like = TGBL
Lesbian Gay Bisexual Transgender = LGBT
Camren is real.",{'text': 'Them Girls Be Like = TGBL\nLesbian Gay Bisexual Transgender = LGBT\nCamren is real.'},,,3 (neutral),admin,,False,,4524,,Validated,2023-09-26 08:34:04.390925,{'text_length': 81}
24,"""Can you be trans-zodiac sign. I was born a capricorn but I identify as a virgo"" @Michaelaof2015 ladies and gentlemen. 😂","{'text': '""Can you be trans-zodiac sign. I was born a capricorn but I identify as a virgo"" @Michaelaof2015 ladies and gentlemen. 😂'}",,,2 (positive/supportive),admin,,False,,4525,,Validated,2023-09-26 08:34:04.390992,{'text_length': 120}
25,"all the gays are dying their hair natural red, I started officially started a trend","{'text': 'all the gays are dying their hair natural red, I started officially started a trend'}",,,2 (positive/supportive),admin,,False,,4526,,Validated,2023-09-26 08:34:04.391057,{'text_length': 83}
26,".@mrkhtake2 i and many others are very grateful for your work clarifying and educating on intersex. i think you should be an advisor to @jeremycorbyn the unions and all polictical parties, as well as schools. #ThankYouSoMuch for yr work","{'text': '.@mrkhtake2 i and many others are very grateful for your work clarifying and educating on intersex. i think you should be an advisor to @jeremycorbyn the unions and all polictical parties, as well as schools. #ThankYouSoMuch for yr work'}",,,1 (extremely positive/supportive),admin,,False,,4527,,Validated,2023-09-26 08:34:04.391123,{'text_length': 236}
27,"Hate it, people always judging me, I'm bisexual, get the fuck over it, it's not like we fancy every guy, nah, no so stfu","{'text': ""Hate it, people always judging me, I'm bisexual, get the fuck over it, it's not like we fancy every guy, nah, no so stfu""}",,,2 (positive/supportive),admin,,False,,4528,,Validated,2023-09-26 08:34:04.391187,{'text_length': 120}
28,follow @StillBisexual and @BiNetUSA this #FollowFriday #Bisexual #LGBT #USA,{'text': 'follow @StillBisexual and @BiNetUSA this #FollowFriday #Bisexual #LGBT #USA'},,,2 (positive/supportive),admin,,False,,4529,,Validated,2023-09-26 08:34:04.391271,{'text_length': 75}
29,why tf do i have to have the intersex condition named after some crusty old white dude and not one of the ones with dope fuckin names like chimerism,{'text': 'why tf do i have to have the intersex condition named after some crusty old white dude and not one of the ones with dope fuckin names like chimerism'},,,3 (neutral),admin,,False,,4530,,Validated,2023-09-26 08:34:04.391344,{'text_length': 148}
30,Damn I’m horny as fuck this afternoon. Almost home and I’m going to bust 3-4 nuts 🥜 💦. Who wants to catch all this hot #cum? #cumtribute #cocktribute #cumslut #cumdumpster,{'text': 'Damn I’m horny as fuck this afternoon. Almost home and I’m going to bust 3-4 nuts 🥜 💦. Who wants to catch all this hot #cum? #cumtribute #cocktribute #cumslut #cumdumpster'},,,3 (neutral),admin,,False,,4531,,Validated,2023-09-26 08:34:04.391435,{'text_length': 171}
31,"Can we just have a moratorium on cis people writing fiction with trans main/major characters for a couple years, please?","{'text': 'Can we just have a moratorium on cis people writing fiction with trans main/major characters for a couple years, please?'}",,,2 (positive/supportive),admin,,False,,4532,,Validated,2023-09-26 08:34:04.391503,{'text_length': 120}
32,At Trans-Siberian Orchestra andso far I've stopped morgan from walking into the guys restroom with a motorcycle guy and tripped up the steps,"{'text': ""At Trans-Siberian Orchestra andso far I've stopped morgan from walking into the guys restroom with a motorcycle guy and tripped up the steps""}",,,3 (neutral),admin,,False,,4533,,Validated,2023-09-26 08:34:04.391570,{'text_length': 140}
33,Unanimous public support for workplace protections for gay &amp; transgender workers in #GreenvilleNC // no public opposition to policy update.,{'text': 'Unanimous public support for workplace protections for gay &amp; transgender workers in #GreenvilleNC // no public opposition to policy update.'},,,1 (extremely positive/supportive),admin,,False,,4534,,Validated,2023-09-26 08:34:04.391636,{'text_length': 143}
34,my coworker &amp; her friend wanted to play cupid &amp; hook me up with this gay guy but it turns out that i know the guy 😂😩 such a small world ugh,{'text': 'my coworker &amp; her friend wanted to play cupid &amp; hook me up with this gay guy but it turns out that i know the guy 😂😩 such a small world ugh'},,,2 (positive/supportive),admin,,False,,4535,,Validated,2023-09-26 08:34:04.391703,{'text_length': 147}
35,BISEXUAL Boyss ? naa BITCH Youu GAYY,{'text': 'BISEXUAL Boyss ? naa BITCH Youu GAYY'},,,4 (hateful/unsupportive),admin,,False,,4536,,Validated,2023-09-26 08:34:04.391770,{'text_length': 36}
36,"there is so much to discuss/unpack surrounding the situation in Orlando but my heart goes out to queer folx everywhere, we can't be silenced","{'text': ""there is so much to discuss/unpack surrounding the situation in Orlando but my heart goes out to queer folx everywhere, we can't be silenced""}",,,1 (extremely positive/supportive),admin,,False,,4537,,Validated,2023-09-26 08:34:04.391836,{'text_length': 140}
37,and I'M my favorite bisexual hoo ah,"{'text': ""and I'M my favorite bisexual hoo ah""}",,,2 (positive/supportive),admin,,False,,4538,,Validated,2023-09-26 08:34:04.391900,{'text_length': 35}
38,It's disturbing how overwhelmingly white some #LGBT rights organizations are. We need people of all backgrounds to create real change.,"{'text': ""It's disturbing how overwhelmingly white some #LGBT rights organizations are. We need people of all backgrounds to create real change.""}",,,1 (extremely positive/supportive),admin,,False,,4539,,Validated,2023-09-26 08:34:04.391965,{'text_length': 134}
39,Somewhere it's #FF! Love to #LGBTQ outlets @flurtmagazine @lesbiandotcom @TheRealCurve @afterellen supporting Season 1 and 2! #KandAholes,"{'text': ""Somewhere it's #FF! Love to #LGBTQ outlets @flurtmagazine @lesbiandotcom @TheRealCurve @afterellen supporting Season 1 and 2! #KandAholes""}",,,2 (positive/supportive),admin,,False,,4540,,Validated,2023-09-26 08:34:04.392030,{'text_length': 137}
40,Sudden Realization: Gay people are literally fucking queers. as in having sex with queer people. literally fucking queers. that is all.,{'text': 'Sudden Realization: Gay people are literally fucking queers. as in having sex with queer people. literally fucking queers. that is all.'},,,2 (positive/supportive),admin,,False,,4541,,Validated,2023-09-26 08:34:04.392106,{'text_length': 135}
41,How can people think that two guys kissing is disgusting but spreading mindless hate that has made LGBT people commit suicide isn't,"{'text': ""How can people think that two guys kissing is disgusting but spreading mindless hate that has made LGBT people commit suicide isn't""}",,,1 (extremely positive/supportive),admin,,False,,4542,,Validated,2023-09-26 08:34:04.392171,{'text_length': 131}
42,"""Wasn't George Michael gay?"" -- the father-in-law 20 minutes after everyone has finally stopped talking about George Michael.","{'text': '""Wasn\'t George Michael gay?"" -- the father-in-law 20 minutes after everyone has finally stopped talking about George Michael.'}",,,3 (neutral),admin,,False,,4543,,Validated,2023-09-26 08:34:04.392256,{'text_length': 125}
43,CAN I JUST SAY my queer friends can literally tell me they want me to ride them and I'm like THANKS but a straight man looks at me i vom,"{'text': ""CAN I JUST SAY my queer friends can literally tell me they want me to ride them and I'm like THANKS but a straight man looks at me i vom""}",,,2 (positive/supportive),admin,,False,,4544,,Validated,2023-09-26 08:34:04.392360,{'text_length': 136}
44,Why do we erase intersex people? What’s really good?,{'text': 'Why do we erase intersex people? What’s really good?'},,,2 (positive/supportive),admin,,False,,4545,,Validated,2023-09-26 08:34:04.392442,{'text_length': 52}
45,EVEN IF YOU DON'T 'AGREE' WITHS TRANS PEOPLE IT DOESN'T HURT YOU TO ISE THE RIGHT PRONOUNS AND NAME FOR SOMEONE FUCKING HELL,"{'text': ""EVEN IF YOU DON'T 'AGREE' WITHS TRANS PEOPLE IT DOESN'T HURT YOU TO ISE THE RIGHT PRONOUNS AND NAME FOR SOMEONE FUCKING HELL""}",,,2 (positive/supportive),admin,,False,,4546,,Validated,2023-09-26 08:34:04.392508,{'text_length': 124}
46,it sucks so much watching people in the LGBTQ+ community belittle bi people &amp; say that we doesn't exist like. im valid too please stop,"{'text': ""it sucks so much watching people in the LGBTQ+ community belittle bi people &amp; say that we doesn't exist like. im valid too please stop""}",,,2 (positive/supportive),admin,,False,,4547,,Validated,2023-09-26 08:34:04.392573,{'text_length': 138}
47,"What sounds better: celibate, asexual or theoretically bisexual but it's a moot point?","{'text': ""What sounds better: celibate, asexual or theoretically bisexual but it's a moot point?""}",,,3 (neutral),admin,,False,,4548,,Validated,2023-09-26 08:34:04.392638,{'text_length': 86}
48,"some guy: trans women are men in dresses
me: that's fucked up to say and here's why
the guy: trans women are men in dresses
other people: he's really a good guy he's kind hearted give him a chance!!! 💚❤✨💙💚❤✨","{'text': ""some guy: trans women are men in dresses\nme: that's fucked up to say and here's why\nthe guy: trans women are men in dresses\nother people: he's really a good guy he's kind hearted give him a chance!!! 💚❤✨💙💚❤✨""}",,,2 (positive/supportive),admin,,False,,4549,,Validated,2023-09-26 08:34:04.392706,{'text_length': 207}
49,for a while I regretted writing that piece on intersex n trans discourse because it caused a lot of trans people to fuckin hate me,{'text': 'for a while I regretted writing that piece on intersex n trans discourse because it caused a lot of trans people to fuckin hate me'},,,3 (neutral),admin,,False,,4550,,Validated,2023-09-26 08:34:04.392772,{'text_length': 130}
50,"“well i didn’t cry at dead poet’s society”
“that’s cause you’re not gay”
-me and that same friend",{'text': '“well i didn’t cry at dead poet’s society”\n“that’s cause you’re not gay”\n-me and that same friend'},,,2 (positive/supportive),admin,,False,,4551,,Validated,2023-09-26 08:34:04.392855,{'text_length': 97}
51,i was reading some stuff – is it true that john o'callaghan from the maine is asexual? can someone link me to stuff?,"{'text': ""i was reading some stuff – is it true that john o'callaghan from the maine is asexual? can someone link me to stuff?""}",,,2 (positive/supportive),admin,,False,,4552,,Validated,2023-09-26 08:34:04.392922,{'text_length': 116}
52,"Come on, #Christian Tweeps! @HollyRFisher deserves kindness and forgiveness—it's not like Chuck reported she is a lesbian! #LGBT","{'text': ""Come on, #Christian Tweeps! @HollyRFisher deserves kindness and forgiveness—it's not like Chuck reported she is a lesbian! #LGBT""}",,,4 (hateful/unsupportive),admin,,False,,4553,,Validated,2023-09-26 08:34:04.392991,{'text_length': 128}
53,[TRANS] @ dlwnsghek: @ Jh_union thank you very much! i already received them. i will work harder^^,{'text': '[TRANS] @ dlwnsghek: @ Jh_union thank you very much! i already received them. i will work harder^^'},,,3 (neutral),admin,,False,,4554,,Validated,2023-09-26 08:34:04.393057,{'text_length': 98}
54,"Don't be fooled by the rocks that I got I'm still, I'm still Jenny with a cock.  ~The Transsexual on my block","{'text': ""Don't be fooled by the rocks that I got I'm still, I'm still Jenny with a cock.  ~The Transsexual on my block""}",,,3 (neutral),admin,,False,,4555,,Validated,2023-09-26 08:34:04.393122,{'text_length': 109}
55,"On the cubicle door in the men's toilets someone had written ""trans is beautiful"" sup random dude lol.","{'text': 'On the cubicle door in the men\'s toilets someone had written ""trans is beautiful"" sup random dude lol.'}",,,2 (positive/supportive),admin,,False,,4556,,Validated,2023-09-26 08:34:04.393187,{'text_length': 102}
56,So I just watched my first episode of Queer Eye and I’m crying,{'text': 'So I just watched my first episode of Queer Eye and I’m crying'},,,2 (positive/supportive),admin,,False,,4557,,Validated,2023-09-26 08:34:04.393275,{'text_length': 62}
57,Bbdbgdhgf dating sounds terrible. Ima stick to being a badass asexual feminist bitch with a seasonal harem of choice.,{'text': 'Bbdbgdhgf dating sounds terrible. Ima stick to being a badass asexual feminist bitch with a seasonal harem of choice.'},,,2 (positive/supportive),admin,,False,,4558,,Validated,2023-09-26 08:34:04.393345,{'text_length': 117}
58,It's a bigger win than we even thought: actual vote count was 211-116! #NH4M #lgbt,"{'text': ""It's a bigger win than we even thought: actual vote count was 211-116! #NH4M #lgbt""}",,,3 (neutral),admin,,False,,4559,,Validated,2023-09-26 08:34:04.393419,{'text_length': 82}
59,To anyone watching my story i’m not lesbian I was just drunk and I love my best friends lol,{'text': 'To anyone watching my story i’m not lesbian I was just drunk and I love my best friends lol'},,,2 (positive/supportive),admin,,False,,4560,,Validated,2023-09-26 08:34:04.393488,{'text_length': 91}
60,Trans kids deserve to pee. Hungry kids deserve to eat. #transrights #feedthekids,{'text': 'Trans kids deserve to pee. Hungry kids deserve to eat. #transrights #feedthekids'},,,1 (extremely positive/supportive),admin,,False,,4561,,Validated,2023-09-26 08:34:04.393567,{'text_length': 80}
61,"""I fucking hate women, I'm going to turn gay"" 
Brendan Sleigh everyone x","{'text': '""I fucking hate women, I\'m going to turn gay"" \nBrendan Sleigh everyone x'}",,,4 (hateful/unsupportive),admin,,False,,4562,,Validated,2023-09-26 08:34:04.393632,{'text_length': 72}
62,I stand with my trans siblings now and forever. They deserve dignity and safety and their humanity is not to be questioned. #TransgenderDayOfRemembrance,{'text': 'I stand with my trans siblings now and forever. They deserve dignity and safety and their humanity is not to be questioned. #TransgenderDayOfRemembrance'},,,1 (extremely positive/supportive),admin,,False,,4563,,Validated,2023-09-26 08:34:04.393699,{'text_length': 152}
63,i just got a little gay by listening to joeys music,{'text': 'i just got a little gay by listening to joeys music'},,,2 (positive/supportive),admin,,False,,4564,,Validated,2023-09-26 08:34:04.393765,{'text_length': 51}
64,"trans men are the real danger, tbqfh","{'text': 'trans men are the real danger, tbqfh'}",,,5 (extremely hateful/unsupportive),admin,,False,,4565,,Validated,2023-09-26 08:34:04.393828,{'text_length': 36}
65,"Fear of a Queer Planet: #Homophobia &amp; #Transphobia = wish &amp; fantasy of a world without #LGBTQ people, ""they don't exist"" or ""s'not natural"".","{'text': 'Fear of a Queer Planet: #Homophobia &amp; #Transphobia = wish &amp; fantasy of a world without #LGBTQ people, ""they don\'t exist"" or ""s\'not natural"".'}",,,2 (positive/supportive),admin,,False,,4566,,Validated,2023-09-26 08:34:04.393893,{'text_length': 148}
66,hi freddie mercury was bisexual.,{'text': 'hi freddie mercury was bisexual.'},,,2 (positive/supportive),admin,,False,,4567,,Validated,2023-09-26 08:34:04.393956,{'text_length': 32}
67,Being a transsexual is such a male thing.,{'text': 'Being a transsexual is such a male thing.'},,,3 (neutral),admin,,False,,4568,,Validated,2023-09-26 08:34:04.394020,{'text_length': 41}
68,"Dad: I didn't know you were into Sufjan Stevens
Me: Dad, I'm gay","{'text': ""Dad: I didn't know you were into Sufjan Stevens\nMe: Dad, I'm gay""}",,,2 (positive/supportive),admin,,False,,4569,,Validated,2023-09-26 08:34:04.394085,{'text_length': 64}
69,Holy shit there is an intersex character in this. That's the first time I've seen that group represented.,"{'text': ""Holy shit there is an intersex character in this. That's the first time I've seen that group represented.""}",,,2 (positive/supportive),admin,,False,,4570,,Validated,2023-09-26 08:34:04.394149,{'text_length': 105}
70,i need a shemale rn,{'text': 'i need a shemale rn'},,,3 (neutral),admin,,False,,4571,,Validated,2023-09-26 08:34:04.394224,{'text_length': 19}
71,"pride is worth absolutely nothing if all you celebrate is cis, white, gay love. f**k your rainbows, help queer &amp; trans people","{'text': 'pride is worth absolutely nothing if all you celebrate is cis, white, gay love. f**k your rainbows, help queer &amp; trans people'}",,,2 (positive/supportive),admin,,False,,4572,,Validated,2023-09-26 08:34:04.394305,{'text_length': 129}
72,I just spent 2 hours in a class about taboo topics including sexuality that never mentioned homosexuality or transgender patients.,{'text': 'I just spent 2 hours in a class about taboo topics including sexuality that never mentioned homosexuality or transgender patients.'},,,2 (positive/supportive),admin,,False,,4573,,Validated,2023-09-26 08:34:04.394371,{'text_length': 130}
73,it really is fucked up that zootopia pussed out on the last minute on portraying inter species sex,{'text': 'it really is fucked up that zootopia pussed out on the last minute on portraying inter species sex'},,,3 (neutral),admin,,False,,4574,,Validated,2023-09-26 08:34:04.394445,{'text_length': 98}
74,"Anthony “Bubbles” Torres
San Francisco, California, USA
9-Sep-17
Shot
Note: Like Imer Alvarado, above, Bubbles did not identify as a transgender woman. He was, nevertheless, presenting in feminine attire at the time of his murder, and this may have had a hand in this death.
#TDOR","{'text': 'Anthony “Bubbles” Torres\nSan Francisco, California, USA\n9-Sep-17\nShot\nNote: Like Imer Alvarado, above, Bubbles did not identify as a transgender woman. He was, nevertheless, presenting in feminine attire at the time of his murder, and this may have had a hand in this death.\n#TDOR'}",,,3 (neutral),admin,,False,,4575,,Validated,2023-09-26 08:34:04.394514,{'text_length': 280}
75,Cocksucking motherfucker I lost my library card,{'text': 'Cocksucking motherfucker I lost my library card'},,,4 (hateful/unsupportive),admin,,False,,4576,,Validated,2023-09-26 08:34:04.394579,{'text_length': 47}
76,I hate the way lesbians are sexualized by straight men as if straight men are not the farthest thing from relevant to gay girls,{'text': 'I hate the way lesbians are sexualized by straight men as if straight men are not the farthest thing from relevant to gay girls'},,,2 (positive/supportive),admin,,False,,4577,,Validated,2023-09-26 08:34:04.394644,{'text_length': 127}
77,ur mcm hates gays but jacks off to lesbian porn every night,{'text': 'ur mcm hates gays but jacks off to lesbian porn every night'},,,4 (hateful/unsupportive),admin,,False,,4578,,Validated,2023-09-26 08:34:04.394710,{'text_length': 59}
78,I be damned if i let a Fag bisexual clown with only 1000 some followers to talk shit lmaoooo COMEDYYYY,{'text': 'I be damned if i let a Fag bisexual clown with only 1000 some followers to talk shit lmaoooo COMEDYYYY'},,,5 (extremely hateful/unsupportive),admin,,False,,4579,,Validated,2023-09-26 08:34:04.394776,{'text_length': 102}
79,I was today years old when I found out @will_hayes09 isn’t gay.,{'text': 'I was today years old when I found out @will_hayes09 isn’t gay.'},,,3 (neutral),admin,,False,,4580,,Validated,2023-09-26 08:34:04.394843,{'text_length': 63}
80,I love how so many girls claim to be bisexual like until you've eaten pussy you don't like girls gtfoh,"{'text': ""I love how so many girls claim to be bisexual like until you've eaten pussy you don't like girls gtfoh""}",,,4 (hateful/unsupportive),admin,,False,,4581,,Validated,2023-09-26 08:34:04.394921,{'text_length': 102}
81,"""Homosexual murderers!"" This is so great. Also queer baiting.","{'text': '""Homosexual murderers!"" This is so great. Also queer baiting.'}",,,3 (neutral),admin,,False,,4582,,Validated,2023-09-26 08:34:04.394989,{'text_length': 61}
82,Bisexual people are: more likely to commit suicide; more likely to suffer MH issues; more likely to self harm; less likely to come out,{'text': 'Bisexual people are: more likely to commit suicide; more likely to suffer MH issues; more likely to self harm; less likely to come out'},,,2 (positive/supportive),admin,,False,,4583,,Validated,2023-09-26 08:34:04.395057,{'text_length': 134}
83,"that transboy group chat was literally all of white trans twitter in one place 
fuck that hahaha",{'text': 'that transboy group chat was literally all of white trans twitter in one place \nfuck that hahaha'},,,4 (hateful/unsupportive),admin,,False,,4584,,Validated,2023-09-26 08:34:04.395125,{'text_length': 96}
84,My mom is convinced that every guy that doesn't like me has to be gay 🙄,"{'text': ""My mom is convinced that every guy that doesn't like me has to be gay 🙄""}",,,3 (neutral),admin,,False,,4585,,Validated,2023-09-26 08:34:04.395195,{'text_length': 71}
85,.@SarahEMcBride is the first transgender American to address a national convention. And she killed it. #DemsInPhilly,{'text': '.@SarahEMcBride is the first transgender American to address a national convention. And she killed it. #DemsInPhilly'},,,2 (positive/supportive),admin,,False,,4586,,Validated,2023-09-26 08:34:04.395274,{'text_length': 116}
86,"And my section less niggas, more lesbians 😜","{'text': 'And my section less niggas, more lesbians 😜'}",,,6 (can't say!),admin,,False,,4587,,Validated,2023-09-26 08:34:04.395344,{'text_length': 43}
87,i mean you can't expect a lesbian to wanna put their mouth near some pussy that a dick was just in a couple days ago .,"{'text': ""i mean you can't expect a lesbian to wanna put their mouth near some pussy that a dick was just in a couple days ago .""}",,,3 (neutral),admin,,False,,4588,,Validated,2023-09-26 08:34:04.395417,{'text_length': 118}
88,HAHA FUKIN FRESHMAN U LITTLE PUSS C SHOVE U IN A MF LOCKER U SCRAWNY NERD GO BACK 2 POOL U QUEER,{'text': 'HAHA FUKIN FRESHMAN U LITTLE PUSS C SHOVE U IN A MF LOCKER U SCRAWNY NERD GO BACK 2 POOL U QUEER'},,,5 (extremely hateful/unsupportive),admin,,False,,4589,,Validated,2023-09-26 08:34:04.395485,{'text_length': 96}
89,INTERSEX PEOPLE EXIST!!!! GENDER IS A SPECTRUM!!! YALL DUMB FOR HATING ON FEMINISTS WHEN THEY BE MAD AT ALL MEN WHEN YALL THE SAME IDIOTS!! HATING ON PPL FOR BEING BORN THE WAY THEY WERE!!!!!!,{'text': 'INTERSEX PEOPLE EXIST!!!! GENDER IS A SPECTRUM!!! YALL DUMB FOR HATING ON FEMINISTS WHEN THEY BE MAD AT ALL MEN WHEN YALL THE SAME IDIOTS!! HATING ON PPL FOR BEING BORN THE WAY THEY WERE!!!!!!'},,,1 (extremely positive/supportive),admin,,False,,4590,,Validated,2023-09-26 08:34:04.395552,{'text_length': 192}
90,Happy fathers day to all the trans dads out there whatever your gender,{'text': 'Happy fathers day to all the trans dads out there whatever your gender'},,,2 (positive/supportive),admin,,False,,4591,,Validated,2023-09-26 08:34:04.395629,{'text_length': 70}
