,text,inputs,prediction,prediction_agent,annotation,annotation_agent,vectors,multi_label,explanation,id,metadata,status,event_timestamp,metrics
10,"""I can't invite you to my pool party because they think you're a lesbian.""","{'text': '""I can\'t invite you to my pool party because they think you\'re a lesbian.""'}",,,5 (extremely hateful),argilla,,False,,5511,,Validated,2023-04-19 06:07:23.263742,{'text_length': 74}
11,"I'm here
I'm queer
I'm always on the verge of tears","{'text': ""I'm here\nI'm queer\nI'm always on the verge of tears""}",,,3 (neutral),argilla,,False,,5512,,Validated,2023-04-19 06:07:23.263851,{'text_length': 51}
12,RT if you like gay/bisexual/lesbian/transsexual/pansexual/(other sexualities) PEOPLE! &lt;3,{'text': 'RT if you like gay/bisexual/lesbian/transsexual/pansexual/(other sexualities) PEOPLE! &lt;3'},,,3 (neutral),argilla,,False,,5513,,Validated,2023-04-19 06:07:23.263925,{'text_length': 91}
13,Y'all be dicksucking some wack ass music I swear 😂,"{'text': ""Y'all be dicksucking some wack ass music I swear 😂""}",,,4 (hateful),argilla,,False,,5514,,Validated,2023-04-19 06:07:23.263986,{'text_length': 50}
14,Three words: FUCK VIVICA FOX. #homophobic #lgbt #boycott,{'text': 'Three words: FUCK VIVICA FOX. #homophobic #lgbt #boycott'},,,4 (hateful),argilla,,False,,5515,,Validated,2023-04-19 06:07:23.264045,{'text_length': 56}
15,So how is the twitter tirade tranny going today?,{'text': 'So how is the twitter tirade tranny going today?'},,,5 (extremely hateful),argilla,,False,,5516,,Validated,2023-04-19 06:07:23.264105,{'text_length': 48}
16,"the bane of my existence is playing tarlia who is a. trans and b. a twink so i dont want dick or huge titties on him, but also playing yul who is a. not trans and b. Big Sexy and i want dick and huge titties on him.. my dilemma","{'text': 'the bane of my existence is playing tarlia who is a. trans and b. a twink so i dont want dick or huge titties on him, but also playing yul who is a. not trans and b. Big Sexy and i want dick and huge titties on him.. my dilemma'}",,,3 (neutral),argilla,,False,,5517,,Validated,2023-04-19 06:07:23.264164,{'text_length': 227}
17,Dabo is enjoying a celebratory dinner of fried possum and grits.  Side of pigs feet.  Fuckin hillbilly ass cocksucker,{'text': 'Dabo is enjoying a celebratory dinner of fried possum and grits.  Side of pigs feet.  Fuckin hillbilly ass cocksucker'},,,5 (extremely hateful),argilla,,False,,5518,,Validated,2023-04-19 06:07:23.264231,{'text_length': 117}
18,"DAMNIT. I just learned that being LGBT is illegal in Belize, which was my ""i have to flee the US"" destination of choice. rats.","{'text': 'DAMNIT. I just learned that being LGBT is illegal in Belize, which was my ""i have to flee the US"" destination of choice. rats.'}",,,6 (can't say!),argilla,,False,,5519,,Validated,2023-04-19 06:07:23.264291,{'text_length': 126}
19,all dragons are trans and gay,{'text': 'all dragons are trans and gay'},,,5 (extremely hateful),argilla,,False,,5520,,Validated,2023-04-19 06:07:23.264348,{'text_length': 29}
20,"Just saw Love, Simon a second time because I'm gay trash","{'text': ""Just saw Love, Simon a second time because I'm gay trash""}",,,4 (hateful),argilla,,False,,5521,,Validated,2023-04-19 06:07:23.264425,{'text_length': 56}
21,"Does anybody actually know what happened to @OneAngryGamerHD? lol

Did the gay mafia put a hit on Billy?",{'text': 'Does anybody actually know what happened to @OneAngryGamerHD? lol\n\nDid the gay mafia put a hit on Billy?'},,,4 (hateful),argilla,,False,,5522,,Validated,2023-04-19 06:07:23.264485,{'text_length': 104}
22,"*watching Netflix*
Jordan: “Because he’s gay? Don’t be so close-minded babe.”
Me: “I’m fucking bisexual.”
Jordan: *mock shock* “You’re fucking a bisexual?! ... oh wait.”",{'text': '*watching Netflix*\nJordan: “Because he’s gay? Don’t be so close-minded babe.”\nMe: “I’m fucking bisexual.”\nJordan: *mock shock* “You’re fucking a bisexual?! ... oh wait.”'},,,3 (neutral),argilla,,False,,5523,,Validated,2023-04-19 06:07:23.264546,{'text_length': 169}
23,"pedophilia is NOT recognized under the lgbtq+ umbrella. pedophilia is NOT an orientation. 

pedophilia is ABUSE. pedophilia is RAPE.",{'text': 'pedophilia is NOT recognized under the lgbtq+ umbrella. pedophilia is NOT an orientation. \n\npedophilia is ABUSE. pedophilia is RAPE.'},,,1 (extremely positive),argilla,,False,,5524,,Validated,2023-04-19 06:07:23.264603,{'text_length': 132}
24,i look gay as fuck today,{'text': 'i look gay as fuck today'},,,4 (hateful),argilla,,False,,5525,,Validated,2023-04-19 06:07:23.264661,{'text_length': 24}
25,Anonymous asexual poll: Do you watch porn?,{'text': 'Anonymous asexual poll: Do you watch porn?'},,,3 (neutral),argilla,,False,,5526,,Validated,2023-04-19 06:07:23.264722,{'text_length': 42}
26,OMG ada Pay di Trans 7 with @cellakotak and Kotak band,{'text': 'OMG ada Pay di Trans 7 with @cellakotak and Kotak band'},,,6 (can't say!),argilla,,False,,5527,,Validated,2023-04-19 06:07:23.264815,{'text_length': 54}
27,"Another word for Informed Non-Voter is: ""I'm White, so even if this IS fascism, I'm not gonna be the target so I can ride this moral high horse on the corpse of every PoC, every member of the LGBTQIA+ community and every person with a mental disability till the end!""","{'text': 'Another word for Informed Non-Voter is: ""I\'m White, so even if this IS fascism, I\'m not gonna be the target so I can ride this moral high horse on the corpse of every PoC, every member of the LGBTQIA+ community and every person with a mental disability till the end!""'}",,,5 (extremely hateful),argilla,,False,,5528,,Validated,2023-04-19 06:07:23.264897,{'text_length': 267}
28,I'm extra bitter bc straight girls who one moment claim to be queer bc of liking m/m are no less likely to shit on wlw than other het girls,"{'text': ""I'm extra bitter bc straight girls who one moment claim to be queer bc of liking m/m are no less likely to shit on wlw than other het girls""}",,,6 (can't say!),argilla,,False,,5529,,Validated,2023-04-19 06:07:23.264957,{'text_length': 139}
29,"""no such thing as bisexual"" guess I'm a fuckin unicorn then","{'text': '""no such thing as bisexual"" guess I\'m a fuckin unicorn then'}",,,4 (hateful),argilla,,False,,5530,,Validated,2023-04-19 06:07:23.265016,{'text_length': 59}
30,Michael Sam just selected by the St Louis Rams in the seventh round. Becomes the first openly gay football player to be drafted by the NFL.,{'text': 'Michael Sam just selected by the St Louis Rams in the seventh round. Becomes the first openly gay football player to be drafted by the NFL.'},,,1 (extremely positive),argilla,,False,,5531,,Validated,2023-04-19 06:07:23.265089,{'text_length': 139}
31,"""if I found out my girlfriend was a lesbian, I'd be like yes!""#chillinwithchad","{'text': '""if I found out my girlfriend was a lesbian, I\'d be like yes!""\r#chillinwithchad'}",,,4 (hateful),argilla,,False,,5532,,Validated,2023-04-19 06:07:23.265149,{'text_length': 79}
32,"The same people who want nations borders removed and flags abolished are the same people who want to put rainbow flags on top of everything, the world over.

Pretty ghey.","{'text': 'The same people who want nations borders removed and flags abolished are the same people who want to put rainbow flags on top of everything, the world over.\n\nPretty ghey.'}",,,5 (extremely hateful),argilla,,False,,5533,,Validated,2023-04-19 06:07:23.265215,{'text_length': 170}
33,"Notice how all the people who think Tory shouldn’t be cancelled are dumb morherfuckers who cheat on their girl, put their hands on women and over all abuse them either physically or mentally. All of y’all are cocksuckers who take dick in the ass come @ me please","{'text': 'Notice how all the people who think Tory shouldn’t be cancelled are dumb morherfuckers who cheat on their girl, put their hands on women and over all abuse them either physically or mentally. All of y’all are cocksuckers who take dick in the ass come @ me please'}",,,5 (extremely hateful),argilla,,False,,5534,,Validated,2023-04-19 06:07:23.265296,{'text_length': 262}
34,Only negative about @ChristaBMiller :  no sexy sleep clothes. Asexual pajamas and robes stolen from hobos.,{'text': 'Only negative about @ChristaBMiller :  no sexy sleep clothes. Asexual pajamas and robes stolen from hobos.'},,,4 (hateful),argilla,,False,,5535,,Validated,2023-04-19 06:07:23.265365,{'text_length': 106}
35,If you a DJ &amp; Shout out Broward &amp; Dade but don't mention Palm Beach you a whole faggot,"{'text': ""If you a DJ &amp; Shout out Broward &amp; Dade but don't mention Palm Beach you a whole faggot""}",,,5 (extremely hateful),argilla,,False,,5536,,Validated,2023-04-19 06:07:23.265425,{'text_length': 94}
36,I hate seeing this queer on my timeline. #GTFO,{'text': 'I hate seeing this queer on my timeline. #GTFO'},,,5 (extremely hateful),argilla,,False,,5537,,Validated,2023-04-19 06:07:23.265482,{'text_length': 46}
37,"I just saw a girl wearing a shirt that says ""nobody knows I'm a lesbian"" sign me the fuck up","{'text': 'I just saw a girl wearing a shirt that says ""nobody knows I\'m a lesbian"" sign me the fuck up'}",,,3 (neutral),argilla,,False,,5538,,Validated,2023-04-19 06:07:23.265541,{'text_length': 92}
38,"I despise racism, trans/homophobia and pseudoscientific bullshit.","{'text': 'I despise racism, trans/homophobia and pseudoscientific bullshit.'}",,,2 (positive),argilla,,False,,5539,,Validated,2023-04-19 06:07:23.265598,{'text_length': 65}
39,So fun when you find out that your old waterpolo team was really queer?? 2 trans people (me included) one genderfluid person and a gay guy. Wauw this sport can’t get any better now 💘💘 we should do a queer reunion tbh,{'text': 'So fun when you find out that your old waterpolo team was really queer?? 2 trans people (me included) one genderfluid person and a gay guy. Wauw this sport can’t get any better now 💘💘 we should do a queer reunion tbh'},,,1 (extremely positive),argilla,,False,,5540,,Validated,2023-04-19 06:07:23.265659,{'text_length': 216}
40,i swear ann perkins is a lesbian,{'text': 'i swear ann perkins is a lesbian'},,,4 (hateful),argilla,,False,,5541,,Validated,2023-04-19 06:07:23.265735,{'text_length': 32}
41,THERE IS AN ELEVEN YEAR OLD TRANS BABY BELTING CHRISTIAN AGUILERA SONGS AND OMG MY HEART IS EXPLODED,{'text': 'THERE IS AN ELEVEN YEAR OLD TRANS BABY BELTING CHRISTIAN AGUILERA SONGS AND OMG MY HEART IS EXPLODED'},,,1 (extremely positive),argilla,,False,,5542,,Validated,2023-04-19 06:07:23.265819,{'text_length': 100}
42,". @ben4bath highlighting the lack of Equality Act protection for non-binary, intersex and child trans people.","{'text': '. @ben4bath highlighting the lack of Equality Act protection for non-binary, intersex and child trans people.'}",,,2 (positive),argilla,,False,,5543,,Validated,2023-04-19 06:07:23.265881,{'text_length': 109}
43,"Just saw some pics from.Prode and remembered how I wanted to get a bi pride flag but there weren't any yet I managed to find a fucking GERMAN flag to buy there... The G in LGBT stands for ""Go study German you lazy bitch"" I guess","{'text': 'Just saw some pics from.Prode and remembered how I wanted to get a bi pride flag but there weren\'t any yet I managed to find a fucking GERMAN flag to buy there... The G in LGBT stands for ""Go study German you lazy bitch"" I guess'}",,,5 (extremely hateful),argilla,,False,,5544,,Validated,2023-04-19 06:07:23.265939,{'text_length': 228}
44,DON'T!!!!! FUCKING!!!! OUT PEOPLE!!!!!!!!! JFC IS IT THAT HARD TO UNDERSTAND THAT MOST TRANS PEOPLE DONT WANT EVERYONE KNOWING THEY'RE TRANS,"{'text': ""DON'T!!!!! FUCKING!!!! OUT PEOPLE!!!!!!!!! JFC IS IT THAT HARD TO UNDERSTAND THAT MOST TRANS PEOPLE DONT WANT EVERYONE KNOWING THEY'RE TRANS""}",,,2 (positive),argilla,,False,,5545,,Validated,2023-04-19 06:07:23.265996,{'text_length': 140}
45,"I be

Very black.
Very queer.
Very femme.
Very not fucking with your bullshit.",{'text': 'I be\n\nVery black.\nVery queer.\nVery femme.\nVery not fucking with your bullshit.'},,,3 (neutral),argilla,,False,,5546,,Validated,2023-04-19 06:07:23.266053,{'text_length': 78}
46,Yves is the lesbian aunt I never had,{'text': 'Yves is the lesbian aunt I never had'},,,2 (positive),argilla,,False,,5547,,Validated,2023-04-19 06:07:23.266110,{'text_length': 36}
47,seriously fuck guys. if i wanted a mindfuck id play with a rubix cube #notyourdick #canyoushutup #stopgivingmeproblems #asexual,{'text': 'seriously fuck guys. if i wanted a mindfuck id play with a rubix cube #notyourdick #canyoushutup #stopgivingmeproblems #asexual'},,,3 (neutral),argilla,,False,,5548,,Validated,2023-04-19 06:07:23.266166,{'text_length': 127}
48,Being born intersex is as statistically common as being born red headed,{'text': 'Being born intersex is as statistically common as being born red headed'},,,1 (extremely positive),argilla,,False,,5549,,Validated,2023-04-19 06:07:23.266230,{'text_length': 71}
49,youre not even gay youre just a whore 😴,{'text': 'youre not even gay youre just a whore 😴'},,,5 (extremely hateful),argilla,,False,,5550,,Validated,2023-04-19 06:07:23.266295,{'text_length': 39}
50,"Mokou is one of my favorite Touhous, because she used to be a noble and now she's a rowdy immortal lesbian who wants to kiss her gay nemesis","{'text': ""Mokou is one of my favorite Touhous, because she used to be a noble and now she's a rowdy immortal lesbian who wants to kiss her gay nemesis""}",,,3 (neutral),argilla,,False,,5551,,Validated,2023-04-19 06:07:23.266368,{'text_length': 140}
51,"Why should anyone think they have any right to tell unrelated consenting adults who they can love, marry or fuck?

#LGBT","{'text': 'Why should anyone think they have any right to tell unrelated consenting adults who they can love, marry or fuck?\n\n#LGBT'}",,,1 (extremely positive),argilla,,False,,5552,,Validated,2023-04-19 06:07:23.266426,{'text_length': 120}
52,ok I had a dream that holy rollers was literally an lgbtq movie and sam and yosef got together at the end,{'text': 'ok I had a dream that holy rollers was literally an lgbtq movie and sam and yosef got together at the end'},,,3 (neutral),argilla,,False,,5553,,Validated,2023-04-19 06:07:23.266486,{'text_length': 105}
53,"now, queer f!inq + dorian friendships, those are my JAM","{'text': 'now, queer f!inq + dorian friendships, those are my JAM'}",,,1 (extremely positive),argilla,,False,,5554,,Validated,2023-04-19 06:07:23.266548,{'text_length': 55}
54,"we're we, here fuck, we're shit, queer up","{'text': ""we're we, here fuck, we're shit, queer up""}",,,6 (can't say!),argilla,,False,,5555,,Validated,2023-04-19 06:07:23.266607,{'text_length': 41}
55,"Ah yes here comes my popular catch phrase, ""i am too asexual to be reading the blaze the cat wiki page, please believe me""","{'text': 'Ah yes here comes my popular catch phrase, ""i am too asexual to be reading the blaze the cat wiki page, please believe me""'}",,,4 (hateful),argilla,,False,,5556,,Validated,2023-04-19 06:07:23.266664,{'text_length': 122}
56,"I’m disappointed with the LGBT community.

I’m disappointed with Stan Twitter.

I’m absolutely DISGUSTED with K-Pop “Absolute fucking shit” Twitter.

Things come back around. Remember that.",{'text': 'I’m disappointed with the LGBT community.\n\nI’m disappointed with Stan Twitter.\n\nI’m absolutely DISGUSTED with K-Pop “Absolute fucking shit” Twitter.\n\nThings come back around. Remember that.'},,,4 (hateful),argilla,,False,,5557,,Validated,2023-04-19 06:07:23.266725,{'text_length': 189}
57,I'm so tired of seeing my trans followers being shutdown by cis trash ass motherfuckers god fucking damn it,"{'text': ""I'm so tired of seeing my trans followers being shutdown by cis trash ass motherfuckers god fucking damn it""}",,,4 (hateful),argilla,,False,,5558,,Validated,2023-04-19 06:07:23.266798,{'text_length': 107}
58,"The word says to walk in the counsel of the GODLY, not stand in the way of sinners. Trans: stay away from negative, unholy, naysaying folks.","{'text': 'The word says to walk in the counsel of the GODLY, not stand in the way of sinners. Trans: stay away from negative, unholy, naysaying folks.'}",,,2 (positive),argilla,,False,,5559,,Validated,2023-04-19 06:07:23.266858,{'text_length': 140}
59,"If you were born with just a dick, no female organs at all, you're not intersex
You may be bigender or genderfluid but you aren't intersex. You can't choose to be intersex. And why would you anyways???","{'text': ""If you were born with just a dick, no female organs at all, you're not intersex\nYou may be bigender or genderfluid but you aren't intersex. You can't choose to be intersex. And why would you anyways???""}",,,6 (can't say!),argilla,,False,,5560,,Validated,2023-04-19 06:07:23.266916,{'text_length': 201}
60,Why do ppl who follow me like such a crummy tweet what're you doing here at all if you think incest is cool but lgbt ship should be shamed,"{'text': ""Why do ppl who follow me like such a crummy tweet what're you doing here at all if you think incest is cool but lgbt ship should be shamed""}",,,3 (neutral),argilla,,False,,5561,,Validated,2023-04-19 06:07:23.266985,{'text_length': 138}
61,"*Laura making a latte*
Me: I like you a latte 
Laura: You're a latte gay

Good good","{'text': ""*Laura making a latte*\nMe: I like you a latte \nLaura: You're a latte gay\n\nGood good""}",,,3 (neutral),argilla,,False,,5562,,Validated,2023-04-19 06:07:23.267046,{'text_length': 83}
62,YES THE LGBT COMMUNITY ARE COMING BACK STRONG #FUCKYOUPUTIN,{'text': 'YES THE LGBT COMMUNITY ARE COMING BACK STRONG #FUCKYOUPUTIN'},,,2 (positive),argilla,,False,,5563,,Validated,2023-04-19 06:07:23.267107,{'text_length': 59}
63,(after a food break to watch more bojack) well. it's time to get back to drawing gay tigers,"{'text': ""(after a food break to watch more bojack) well. it's time to get back to drawing gay tigers""}",,,2 (positive),argilla,,False,,5564,,Validated,2023-04-19 06:07:23.267167,{'text_length': 91}
64,this is for all the “bisexual” and “gay” girls of paki twitter who flirt with other girls for RT’s and think its cool to be gay but think lesbians are weird and predatory: FUCK YOU VERY MUCH,{'text': 'this is for all the “bisexual” and “gay” girls of paki twitter who flirt with other girls for RT’s and think its cool to be gay but think lesbians are weird and predatory: FUCK YOU VERY MUCH'},,,4 (hateful),argilla,,False,,5565,,Validated,2023-04-19 06:07:23.267233,{'text_length': 190}
65,Sooooo this whole Snapchat around the world is fucking wild lmaoooo I watched a lesbian fingering another girl and someone recording in Indiana wtf😂😂😂,{'text': 'Sooooo this whole Snapchat around the world is fucking wild lmaoooo I watched a lesbian fingering another girl and someone recording in Indiana wtf😂😂😂'},,,4 (hateful),argilla,,False,,5566,,Validated,2023-04-19 06:07:23.267297,{'text_length': 150}
66,"My 11 year old niece just came out as bisexual. My family is so freaking gay and I love it, I’m living","{'text': 'My 11 year old niece just came out as bisexual. My family is so freaking gay and I love it, I’m living'}",,,1 (extremely positive),argilla,,False,,5567,,Validated,2023-04-19 06:07:23.267355,{'text_length': 102}
67,"Came out as bisexual to my dad (since it is pride month after all) on Father’s Day. He was so my dad about it and I felt just as loved and accepted and understood as always. I’m grateful to have him. Happy Father’s Day, @halvie. Thanks for loving all your kids so much.","{'text': 'Came out as bisexual to my dad (since it is pride month after all) on Father’s Day. He was so my dad about it and I felt just as loved and accepted and understood as always. I’m grateful to have him. Happy Father’s Day, @halvie. Thanks for loving all your kids so much.'}",,,1 (extremely positive),argilla,,False,,5568,,Validated,2023-04-19 06:07:23.267414,{'text_length': 269}
68,if ur kid. is intersex. and its not hurting them... then.. leave it be??? if ur so concerned about the sex of ur kid why not just adopt jfc,{'text': 'if ur kid. is intersex. and its not hurting them... then.. leave it be??? if ur so concerned about the sex of ur kid why not just adopt jfc'},,,1 (extremely positive),argilla,,False,,5569,,Validated,2023-04-19 06:07:23.267471,{'text_length': 139}
69,"Another thing i never quite got about Trans haters and terfs is, Why are you so fucking invested in this? Theyre arent a LOT of trans people","{'text': 'Another thing i never quite got about Trans haters and terfs is, Why are you so fucking invested in this? Theyre arent a LOT of trans people'}",,,2 (positive),argilla,,False,,5570,,Validated,2023-04-19 06:07:23.267527,{'text_length': 140}
70,Being bisexual is such a blessing oh my lord,{'text': 'Being bisexual is such a blessing oh my lord'},,,1 (extremely positive),argilla,,False,,5571,,Validated,2023-04-19 06:07:23.267596,{'text_length': 44}
71,why couldnt the plot of urbance be about a group of trans ppl railing against the fukked up system god damn,{'text': 'why couldnt the plot of urbance be about a group of trans ppl railing against the fukked up system god damn'},,,2 (positive),argilla,,False,,5572,,Validated,2023-04-19 06:07:23.267653,{'text_length': 107}
72,i'm gonna become asexual causeeee boys break my heart and bitches are annoying,"{'text': ""i'm gonna become asexual causeeee boys break my heart and bitches are annoying""}",,,3 (neutral),argilla,,False,,5573,,Validated,2023-04-19 06:07:23.267713,{'text_length': 78}
73,Not amused that @MassGovernor says he wants to hear from trans people but is actually afraid to meet with any of us #TransBillMA,{'text': 'Not amused that @MassGovernor says he wants to hear from trans people but is actually afraid to meet with any of us #TransBillMA'},,,3 (neutral),argilla,,False,,5574,,Validated,2023-04-19 06:07:23.267785,{'text_length': 128}
74,"5 years ago at a family reunion, one of my cousins realized that my aunt was a lesbian and all of those ""friends"" she was bringing to our family functions were actually girlfriends. Honestly one of my favorite moments. Her reaction was pure gold.","{'text': '5 years ago at a family reunion, one of my cousins realized that my aunt was a lesbian and all of those ""friends"" she was bringing to our family functions were actually girlfriends. Honestly one of my favorite moments. Her reaction was pure gold.'}",,,1 (extremely positive),argilla,,False,,5575,,Validated,2023-04-19 06:07:23.267848,{'text_length': 246}
75,"If we add a P for pedophiles to LGBTQ, I’m turning in my gay card.","{'text': 'If we add a P for pedophiles to LGBTQ, I’m turning in my gay card.'}",,,4 (hateful),argilla,,False,,5576,,Validated,2023-04-19 06:07:23.267906,{'text_length': 66}
76,"""Susan and Jenny, how did you meet each other?""
""Well, *giggles*, um, we're... friends""
Dale Winton and nineties lesbians. Amazing. Amazing.","{'text': '""Susan and Jenny, how did you meet each other?""\n""Well, *giggles*, um, we\'re... friends""\nDale Winton and nineties lesbians. Amazing. Amazing.'}",,,2 (positive),argilla,,False,,5577,,Validated,2023-04-19 06:07:23.267964,{'text_length': 140}
77,"ok.. are we gonna have the conversation about how saying the words “gay”, “lesbian” or “bisexual” out loud still feels like a taboo in public and we end up saying “LGBT” as a placeholder even in situations where it doesn’t make sense","{'text': 'ok.. are we gonna have the conversation about how saying the words “gay”, “lesbian” or “bisexual” out loud still feels like a taboo in public and we end up saying “LGBT” as a placeholder even in situations where it doesn’t make sense'}",,,3 (neutral),argilla,,False,,5578,,Validated,2023-04-19 06:07:23.268040,{'text_length': 233}
78,Am I old enough to party in the New Years with lovely trans and drag queens😬🙈😍😜 !?,{'text': 'Am I old enough to party in the New Years with lovely trans and drag queens😬🙈😍😜 !?'},,,3 (neutral),argilla,,False,,5579,,Validated,2023-04-19 06:07:23.268108,{'text_length': 82}
79,I wish my homework was ASEXUAL so it wouldn't be sexually atttacted to anyone,"{'text': ""I wish my homework was ASEXUAL so it wouldn't be sexually atttacted to anyone""}",,,6 (can't say!),argilla,,False,,5580,,Validated,2023-04-19 06:07:23.268167,{'text_length': 77}
80,"im am. so tired of seeing the phrase ""white feminism"" because half the terfs i see in comments are not ""white""

and hell. same with people that include trans fem ppl and fem enbies in their feminism but disregard trans masc ppl, masc enbies and intersex ppl

i am. tired.","{'text': 'im am. so tired of seeing the phrase ""white feminism"" because half the terfs i see in comments are not ""white""\n\nand hell. same with people that include trans fem ppl and fem enbies in their feminism but disregard trans masc ppl, masc enbies and intersex ppl\n\ni am. tired.'}",,,2 (positive),argilla,,False,,5581,,Validated,2023-04-19 06:07:23.268248,{'text_length': 271}
81,"We stand by lesbian, gay, bisexual, trans, queer families. Always and forever, we stand by all families.","{'text': 'We stand by lesbian, gay, bisexual, trans, queer families. Always and forever, we stand by all families.'}",,,1 (extremely positive),argilla,,False,,5582,,Validated,2023-04-19 06:07:23.268401,{'text_length': 104}
82,Sen. Robert Karnes says WV can cut transgender surgery to fill the Medicaid hole created by Trump budget. Members shocked by remark. #wvpol,{'text': 'Sen. Robert Karnes says WV can cut transgender surgery to fill the Medicaid hole created by Trump budget. Members shocked by remark. #wvpol'},,,4 (hateful),argilla,,False,,5583,,Validated,2023-04-19 06:07:23.268466,{'text_length': 139}
83,Just be asexual n then you'll have no problems in life 🙃,"{'text': ""Just be asexual n then you'll have no problems in life 🙃""}",,,3 (neutral),argilla,,False,,5584,,Validated,2023-04-19 06:07:23.268526,{'text_length': 56}
84,"A friend asking me what my type was and then saying wait what are you btw? And I just replied saying oh I’m bisexual 

And SHE REPLIED SAYING YES ME TOO 

this is great",{'text': 'A friend asking me what my type was and then saying wait what are you btw? And I just replied saying oh I’m bisexual \n\nAnd SHE REPLIED SAYING YES ME TOO \n\nthis is great'},,,3 (neutral),argilla,,False,,5585,,Validated,2023-04-19 06:07:23.268585,{'text_length': 168}
85,"Yeah sure, there are uhaul lesbians...but have you heard of marines??","{'text': 'Yeah sure, there are uhaul lesbians...but have you heard of marines??'}",,,3 (neutral),argilla,,False,,5586,,Validated,2023-04-19 06:07:23.268642,{'text_length': 69}
86,"CNN accidentally aired a half hour of transsexual porn yesterday, and that's why it'll always be better than Fox News.","{'text': ""CNN accidentally aired a half hour of transsexual porn yesterday, and that's why it'll always be better than Fox News.""}",,,6 (can't say!),argilla,,False,,5587,,Validated,2023-04-19 06:07:23.268703,{'text_length': 118}
87,Is it too early to go on another rant about this fake bisexual/lesbian trend with girls? Nvm no such thing. Lemme get this crackin.,{'text': 'Is it too early to go on another rant about this fake bisexual/lesbian trend with girls? Nvm no such thing. Lemme get this crackin.'},,,4 (hateful),argilla,,False,,5588,,Validated,2023-04-19 06:07:23.268781,{'text_length': 131}
88,"mallory can’t drive and that’s why she floored michael three times, which further proves that misty and cordelia are her mothers because lesbians can’t drive","{'text': 'mallory can’t drive and that’s why she floored michael three times, which further proves that misty and cordelia are her mothers because lesbians can’t drive'}",,,5 (extremely hateful),argilla,,False,,5589,,Validated,2023-04-19 06:07:23.268845,{'text_length': 157}
