id,Text,Label_Id,Label,Label_Rev
44,:clapping hands: medium skin tone:BILL NYE:clapping hands: medium skin tone:SAVES THE:clapping hands: medium skin tone:WORLD:globe showing Americas::clapping hands: medium skin tone:NOW:clapping hands: medium skin tone:ON:clapping hands: medium skin tone:NETFLIX:clapping hands: medium skin tone:GRANDDADDY OF SCIENCE:clapping hands: medium skin tone:THE WIZARD HIMSELF:clapping hands: medium skin tone:FUCKING WATCH IT:clapping hands: medium skin tone:CATCH THAT TRANS EPSIODE:clapping hands: medium skin tone:,1,Non_Hate,0
45,I'm just a sweet transvestite from transsssssssexual Transylvaniaaaaa,1,Non_Hate,0
46,"draw female character

call it a male

lol if u like it ur ghey :)",1,Non_Hate,0
47,I wonder how many of my hot 16year old lesbian friends on AIM were pedophiles.,1,Non_Hate,0
48,"#foreskin has many functions &amp; is no more extra than it's homolog, cliteral hood. Males, females and intersex babies all deserve protection.",1,Non_Hate,0
49,"my 12 year old brother just said ""how is ally afraid of holes if she's a lesbian?"" ........ BRUH",1,Non_Hate,0
50,Our survey on community-based sexual health support to gay/bi men has gone out for translation into 19 European languages! ,1,Non_Hate,0
51,"So that pride flag emoji thing is making the rounds and all i gotta say is:

if you say something like ""wow they included the ace/intersex/genderqueer flag but not the lesbian flag?"" you can go fuck yourself because lesbians don't deserve to be represented MORE than other groups.",1,Non_Hate,0
52,"Happy #Pride  to all of my gay, lesbian, bi, trans, pan, queer, intersex, asexual, gender-nonconforming, questioning, closeted, + friends and family. Each of you are loved, heard, seen, and valued 365 days a year by me.",1,Non_Hate,0
53,Wow where did all those tweets come from? (They came from my head and from my heart and from my DETERMINATION TO MAKE MORE QUEER STORIES.),1,Non_Hate,0
54,Da fuq outta here w some #vaginalrejuvination when the shame/pain/isolation I feel mostly stems from unnecessary  genital surgery #intersex,1,Non_Hate,0
55,"GAY/BISEXUAL/TRANS PEOPLE OF PLAINFIELD CONNECTICUT, UNITE!",1,Non_Hate,0
56,. expects LGB 2 throw our trans/intersex brothers &amp; sisters under bus in order 2 get our =rights.Nothing LGBTI without LGBTI,1,Non_Hate,0
57,People's reasons for not wanting to date bisexual men are stupid and based on their insecurities. Sis that nigga will cheat on your insecure ass if he wants to. Where he swings both ways or not.,1,Non_Hate,0
58,"OK look this isn't directed at anyone I've talked to on here but like.

I am bisexual

Choosing not to date or finding sex too much work to bother with does NOT make me ""functionally asexual"" 

I 
Am
Bi",1,Non_Hate,0
59,"#CBB  Oh crap, we're going to have another trans moment :rolling on the floor laughing:",1,Non_Hate,0
60,Don Lemon warriors are mostly gay white men,1,Non_Hate,0
61,"If Bernies out there singing Scalias praises,kiss the LGBT vote goodbye. And the black vote.And the feminist vote And Obama voters too.SCUM",1,Non_Hate,0
62,Will there be a  for us? Stay tuned to find out! #film #filmmaking #lgbt #representation #lesbian #lesbianfilm #augustinthecity,1,Non_Hate,0
63,"Trans, fluid, straight, gay, bi.... etc 
I only value people live if they are productive or study hard. 
It's just that simple.",1,Non_Hate,0
64,"Me: Openly out as bi to most people that know me
Also me: incredibly secretive about all my nerd shit",1,Non_Hate,0
65,if ur into fake tittied platinum blonde stripper type girls then ur not my type. if all guys like that then guys r not my type. asexual life,1,Non_Hate,0
66,"LRTs: hell, I'm having trouble thinking of *books* with trans characters that get to enjoy sex. We just aren't depicted that way.",1,Non_Hate,0
67,"Yeah, Transgender people go through such a dramatic change in their life just so they can go fucking spy on people in the bathroom... NOT! :angry face:",2,Hate,1
68,"Since North and South Carolina are in the Bible Belt, I’m wondering if my gay and lesbian brothers and sisters will be blamed for Florence?:thinking face:",1,Non_Hate,0
69,"I love gay relationships. 
I think it's sweet. :men holding hands:",1,Non_Hate,0
70,MAYBE ITS THE FUCKING BOYS MAYBE I HATE BOYS MAYBE THIS IS WHEN I START BECOMING ASEXUAL BC BOYS FUCK ME OVER ALL THE TIME,1,Non_Hate,0
71,I literally should just go lesbian. Boys suck.,1,Non_Hate,0
72,Developing a lesbian crush on Vegas Cecilia it's fine tho,1,Non_Hate,0
73,Me voy a volver asexual.,1,Non_Hate,0
74,nothing is more othering than hearing gay being thrown out as an insult by my family when they KNOW i'm fucking queer,1,Non_Hate,0
75,Or just asexual. Fuck people man.,1,Non_Hate,0
76,"I loathe lesbians who hate men. They R irrational ,angry  and  unpleasant personalities . They shame and embarrass REAL gay:couple with heart: woman, woman::lipstick::kiss mark::handbag::glasses::high-heeled shoe:",1,Non_Hate,0
77,AKATSUKI IS THE QUEER KIDS CLUB HEADCANON IS ALL I NEED IN THIS LIFE,1,Non_Hate,0
78,"L = Lesbian
G = Gay
B = Bisexual
T = Transgender
Q = Queer
I = Intersex
A = Allyson ""Ally"" Brooke Hernandez (b. July 7, 1993)",1,Non_Hate,0
79,using 'we're lesbian' every time we're about to get raped is extremely successful,1,Non_Hate,0
80,yall better say gey. it's not really hard. gey,1,Non_Hate,0
81,Happy birthday ya queer have a great day:party popper::hundred points::smiling face::crown::confetti ball::purple heart::Santa Claus::face with tongue: ,1,Non_Hate,0
82,"I don't think Rutina's ever talked about her sexuality, but since she's been with men I'm not sure why we're not calling her bi and waiting for her to clarify (if she chooses)... people really do just erase bisexuality as a thing huh?",1,Non_Hate,0
83,"If someone says they weren’t bisexual in college, they’re lying to your face",1,Non_Hate,0
84,Im such a big lesbian why did i ever think i was asexual im so horny,1,Non_Hate,0
85,"90% of gay, lesbian, bisexual or transgender youth have been verbally or physically harassed at school.",1,Non_Hate,0
86,Tyler saying he isn't gay is like me saying I was in love with him.,1,Non_Hate,0
87,i have very high expectations that my anti-loneliness weighted blanket will serve my soul’s remaining lingering needs so i can finally live my asexual volcel truth,1,Non_Hate,0
88,"one of the few things bugging me about this korrasami deal is that some fans are calling them lesbians. 

THEY'RE BISEXUAL.",1,Non_Hate,0
89,"'As a woman I am happy, as a self proclaimed lesbian I am not...'",1,Non_Hate,0
90,"cis women frantically hoarding imagined spiritual capital around their limited, vulva-exclusive conceptions of the “Divine Feminine” is such an egregious form of spiritual and intellectual laziness, not to mention promotion of violence against trans women+transfeminine people.",1,Non_Hate,0
91,"Stan has the rights to Desiree Akhavan's TV series 'The Bisexual' in Australia, will play late 2018",1,Non_Hate,0
92,I'm Lesbian For  :red heart::smiling face with heart-eyes::kiss mark::face blowing a kiss:,1,Non_Hate,0
93,shout out to the petscop community for not being shitty abt the paul is trans theory,1,Non_Hate,0
94,just call me a faggot and move on grandma,1,Non_Hate,0
95,So Valencia is canonically bisexual now? Interesting. All we need now is her and Darryl to team-up to solve crimes and we have ourselves an awesome spin-off.   #CrazyExGirlfriend,1,Non_Hate,0
96,"Odd moment at Ukip hustings as David Kurten names as one of his 3 main priorities opposing what he calls ""the transgender agenda"" in schools",1,Non_Hate,0
97,follow  and  this #FollowFriday #Bisexual #LGBT #USA,1,Non_Hate,0
98,"One time a girl I did theatre with straight up told me that bi people don't exist bc ""you know what gender you'll end up with"" um bitch what",1,Non_Hate,0
99,Here to be that best bitch that everyone needs &lt;3 Follow me! #myfirstTweet #LGBT #yourbestbitch #lovetherealyou,1,Non_Hate,0
100,I hate when a guy snaps you and you respond like a dumb ass and he just opens it ok men are dumb Im asexual,1,Non_Hate,0
101,"You're eyes are red? Were you smoking weed,  who am I kidding you were probably crying... Because you're a faggot..",2,Hate,1
102,I think God is gay.,1,Non_Hate,0
103,i will never be prepared enough for how gay the opening scene of dangal is,1,Non_Hate,0
104,Davis gay af freshman year as I was getting a tour at mo hi I saw a girl getting her shit tossed with brass knuckles in the girls locker,1,Non_Hate,0
105,I've known Ali for 12 years+ and he finally showed me a photo of his dad. Thought this nigga was asexual or some shit.,1,Non_Hate,0
106,Always watch where you’re going because today I walked into a transvestite. Screamed in it’s face. Scared the living shit out of me!! Thought I handled the situation well.,2,Hate,1
107,not enough people are aware it's called ace attorney because phoenix wright is asexual,1,Non_Hate,0
108,That transgender bloke on X factor is a annoying prick:face with tears of joy:,2,Hate,1
109,"We're still second class citizens, LGBTQ people will never have equality if we still let white, middle class middle aged men represent us",1,Non_Hate,0
110,I realized today my only memory of Queer Eye For The Straight Guy is how emotional Jai would get about the mix tapes he made everyone.,1,Non_Hate,0
111,hey everyone the black lesbian janitor from ursuline was at the dubourg football game,1,Non_Hate,0
112,"Transyouth Care training with the powerhouse presenters Dr. Jo Olson-Kennedy, Aydin Olson Kennedy, Susan Landon. We are so grateful to them honored to host the training annually. Great group of professionals getting skills necessary to serve trans youth",1,Non_Hate,0
113,My brother just told me I’m a “Magneto bisexual”,1,Non_Hate,0
114,I'm happy that #Gaycation is back on TV.  does such a great job documenting the struggles and triumphs of LGBT ppl worldwide.,1,Non_Hate,0
115,"Succubus but asexual.

Feeds off of intimate snuggling, tells you to have a ""me day"" everyday, and always wants pizza.",1,Non_Hate,0
116,"I want to give a flavour #intersex movement, now #comingout and becoming more proud and visible  #PrideinPractice ",1,Non_Hate,0
117,"some women have a penis
some men have a vulva

some people with a penis are non binary
some people with a vulva are non binary

some people were born with intersex genitals
and were most likely mutilated at birth to fit the gender binary

some people have NONE OF YOUR BUSINESS",1,Non_Hate,0
118,hi everyone i’ve typed this out so many times but i’m finally ready to say this i’m bisexual i was so scared to tell anyone because i was scared of people abandoning me but it’s finally time i tell people who i really am i hope you all still see me the same :yellow heart:,1,Non_Hate,0
119,"If you're gay don't think you're better than bisexual people with this ""two halfs make a whole"" shit. A whole? You aren't more legitimate:OK hand::victory hand:",1,Non_Hate,0
120,I swear there is a lot of fake lesbian action on instagram,1,Non_Hate,0
121,"Biden has been giving cocksuckers a bad name, we aren’t all bad.  The more you know.",2,Hate,1
122,"Ugh. Fucking #Scarjo is playing a transman in what will be yet another insult to the #trans community. STOP GETTING CIS ACTORS TO PLAY TRANS PERSONS. Also, STOP MISGENDERING THEM. If you're not going to hire a trans actor, then hire a male actor. FFS it's not difficult",1,Non_Hate,0
123,yusuke is a gay trans boy [duck slap.gif],1,Non_Hate,0
124,Spelman now accepting trans women starting the 2018-2019 school year. Okay Spelman. Yes!,1,Non_Hate,0
125,the word queer is so fucking funny:face with tears of joy::face with tears of joy::face with tears of joy:,1,Non_Hate,0
126,"I'm Evelyn, 29, Hispanic Lesbian, wife &amp; mother who is completely in love with Emma &amp; Regina &amp; Swan-Mills Family WE ARE SWANQUEEN",1,Non_Hate,0
127,the name is trans. trans bond. *theme song plays*,1,Non_Hate,0
128,#tweetthehottestgirlyoumeton2012  is this lesbian oops,1,Non_Hate,0
129,Voting down #LGBT protection &amp; rights?! Almost 2:1? Not fucking cool #Chattanooga Way to reinforce shitty southern stereotypes. Utterly fail,1,Non_Hate,0
130,"I like my coffee how I like my men: rich, strong, and with a gay agenda.",1,Non_Hate,0
131,someone once roleplayed my asexual vampire as a straight rapist.,1,Non_Hate,0
132,Your literally the biggest pussy queer I've ever met,2,Hate,1
133,Mike rose what a queer,1,Non_Hate,0
134,SHANERES1234 SENT: holo is gey,1,Non_Hate,0
135,i take it back coco is a lesbian suffering from compulsory heterosexuality,1,Non_Hate,0
136,"on principle i’m required to watch “abby’s”, an upcoming NBC comedy starring natalie morales as a bisexual named abby",1,Non_Hate,0
137,When Shawn Mendes is finally able to grow a beard some of the gays are gonna have a literal meltdown,1,Non_Hate,0
138,having a lecture on intersex people in ye olde uni and whilst the lecturer is good holy shit we were shown like a 20 year old documentary and shit on a bicycle that fucking thing sucked hot shit,1,Non_Hate,0
139,This bitch just asked if intersex is an ideological concept haha fuck this girl,1,Non_Hate,0
140,"Need more help around the shop in whitewright , need to be able to mig and stick weld. Will get called a cocksucker at least 20 times a day, pay depends on ability",1,Non_Hate,0
141,"Me: /tries to search common intersex variation
Results: /cissexist lies &amp; misinfo about how normal you can be with genital correction",1,Non_Hate,0
142,y’all are so quick to point out that gay &amp; lesbian are in biology textbooks but so is bisexual ! transgender ! asexual ! intersex ! if you’re going to promote inclusion based on science then fucking include people.,1,Non_Hate,0
143,Landmark #SCOTUS same sex ruling will produce most significant change since inter-racial marriage 50 yrs ago. #9newsmornings,1,Non_Hate,0
144,On June 23  will host a LGBT flag raising ceremony at city hall to celebrate Pride month. Honored to serve as emcee. #pride,1,Non_Hate,0
145,My dad just looked at me and and why didn't you just turn into an ugly lesbian....,1,Non_Hate,0
146,Happy intersex day of remembrance :rainbow flag::two hearts::two hearts:,1,Non_Hate,0
147,Might turn lesbian ya knoww,1,Non_Hate,0
148,before I get down to bizniss I just want to say that being bi is awesome. bisexual people are awesome. we rule.,1,Non_Hate,0
149,"Two minutes into #AllWoman and #kathyburke has me laughing in agreement. I'm going to miss this series, it's been brilliant tv. Come back soon Kathy you are a breath of fag air. More documentaries please!!!!! I BEG you!:folded hands:",1,Non_Hate,0
150,it’s snowing rn.. wow gaylord that is so on brand,1,Non_Hate,0
151,picks up alder and carries them to my hs's lgbt club,1,Non_Hate,0
152,"The Question of Our Lives: Do you believe that cisgender, heteroromantic asexuals belong in the community? Why? #asexual #LGBTQ",1,Non_Hate,0
153,"Being a lesbian,Gay,Bisexual,
Transgender,queer,intersex, &amp; or asexual is not wrong some ppl are just to freaking ignorant to understand who we really are. Just love yourself and own that shit a say a big FUCK YOU TO THOSE WHO DON'T UNDERSTAND!",1,Non_Hate,0
154,Hey LGBT+ people! Don't forget that today is the anniversary of the Stonewall Riots! The whole reason we celebrate Pride in June!,1,Non_Hate,0
155,Calling my cat a tranny,2,Hate,1
156,NOAH CENTINEO IS FUCKING BISEXUAL FUCKING MARRY THE FUCKING LEGS OFF OF ME YOU BEAUTIFUL GAY MAN,1,Non_Hate,0
157,The owner at lgbtqia+ book shop was so nice she gave us two books for free :loudly crying face::loudly crying face::loudly crying face::loudly crying face::loudly crying face::loudly crying face::loudly crying face::loudly crying face::loudly crying face: what the fuck,1,Non_Hate,0
158,If u jump ur mum triple gey,2,Hate,1
159,"When the hollow points hit the bodies,my money is on Barack Obama supporting the Muslims and killing LGBT. Make sure you have a rape whistle",2,Hate,1
160,Nonbinary Trans Individuals Are Nice :yellow heart: :purple heart:,1,Non_Hate,0
161,LESBIAN CULTURE IS BEING FAKE IN LOVE WITH BOYS AND THEN BEING SCARED WHEN ONE STANDS TOO CLOSE TO YOU,1,Non_Hate,0
162,sksksks when Leslie Knope married 2 gay penguins at the zoo and became a LGBTQ icon,1,Non_Hate,0
163,Da fuq outta here w some #vaginalrejuvination when the shame/pain/isolation I feel mostly stems from unnecessary  genital surgery #intersex,1,Non_Hate,0
164,"Is there an online site tracking all awards &amp; honors 4 , fab #transgender actresses, director  &amp; writer ?",1,Non_Hate,0
165,Queer horny twitter is an empathetic humor jerkfest and coming is the funniest thing in the world so hell yeah let's party and have fun!,1,Non_Hate,0
166,"Just watching  so it can be confirmed that Cheddar man was a black, Labour voting, LGBT, Remainer.....",1,Non_Hate,0
167,Instead of Big Dick Energy I have Chaotic Bisexual Energy,1,Non_Hate,0
168,"""LGBT club is inappropriate at school""

No no the Young Republicans club is completely inappropriate for school.",1,Non_Hate,0
169,"bigot: FReE SPEEcH Is DeAd No oNe CAn DO aNYthInG AnyMorE
gIVe Me MY FrEeDOm To SpEAk

1 queer person, once: hi-

bigot: sHUT THE FUCK UP WTF DO U THINK U R DOINGS TOP SHOVING UR HOMO-NESS IN MY FACE DISGUSTING",1,Non_Hate,0
170,"Things that upset terfs:

Asking people what their pronouns are instead of stereotyping all xy ppl as men and xx ppl as women.

Specifying terfs by name instead of stereotyping all ""wombyn"" as transphobic.

Trans people doing anything stereotypical of their gender

#peaktrans",1,Non_Hate,0
171,"not that anybody gives a fuck, but i’m asexual. since everybody wants to define themselves.",1,Non_Hate,0
172,''Luca lets be the best lesbian couple the world will ever see''  2015,1,Non_Hate,0
173,"1 thing to know about me, if ur gonna dm me &amp; not show me your cock ima get bored hella quick. There ain’t no comin back from me bein turned off. If you’re gonna dm me talkin about stuffing me w your cock. show it to me or gtfo, no time for bs. #dedicatedhoe #ts #tranny #slut",1,Non_Hate,0
174,"i am:

○ hetero

○ homosexual

○ bisexual

● a hell of a guy when i’m walking that tightrope",1,Non_Hate,0
175,i'm heeeereeee for the bisexual justin bieber era,1,Non_Hate,0
176,"yue bing: soft crybaby who loves his family(s and sweets
peach: man hating lesbian who
joined nohr to kill xander with her own two hands",1,Non_Hate,0
177,A Shot At Love with Tila Tequila was the bisexual awareness and visibility the media needed and needs more of today,1,Non_Hate,0
178,lana del rey singing ‘you told me again you preferred handsome men but for me you would make an exception’ gives me so much bi energy ugh im obsessed,1,Non_Hate,0
179,"Comic book day, pancake day, bisexual day,  FUCK ALL THE DAYS JUST ONCE CAN IT JUST BE 'MONDAY' OR WHATEVER?",1,Non_Hate,0
180,Black and queer? Queer deviant to the norm. Black already everything against which the norm is set. How to combine? #DLintersectionality,1,Non_Hate,0
181,kabuki (the comic) was a weirdly big part of my preadolescence &amp; i never realized theres an implied intersex + nb character in it?,1,Non_Hate,0
182,how the fuck can u be gay but say lesbians choose to be lesbians i literally give up im out fuck this,1,Non_Hate,0
183,This is what lgbttqqiaap means Lesbian gay Bi transgender transexual questioning queer intersex asexual ally pansexual,1,Non_Hate,0
184,god damn i am tired of allistics saying autistic coded characters are asexual,1,Non_Hate,0
185,Pretty sure my manager thinks me and Taylor are lesbians:loudly crying face:,1,Non_Hate,0
186,Bit of Asian lesbian porn at The Weeknds concert :eyes:,1,Non_Hate,0
187,I was curious and had to check. So twitter censored #bisexual and also #transsexual #transexual,1,Non_Hate,0
188,"cis ppl referring to trans-positivity as ""too political"" and ""inappropriate"" are being super fucking transparent in their transphobia lmao",1,Non_Hate,0
189,"LRT as an asexual with celiac disease, i",1,Non_Hate,0
190,yikes my family is discussing the transgender bathroom situation it's messy,1,Non_Hate,0
191,im still gay for toby stephens especially in black sails :pensive face:,1,Non_Hate,0
192,What are some trans terms you'd like to see my parents guess the meaning of?,1,Non_Hate,0
193,"LGBTQ FANS DESERVE RESPECT  whats ""brave"" is us wlw standing up for ourselves and @-ing you, stop hiding",1,Non_Hate,0
194,"Tonight on Lill RP Recap:

-everyone is a gaywad.
-the district doesn't pay Steven enough for this.
-Candice needs to be kinkshamed. Pronto.",1,Non_Hate,0
195,nvm feelings aint shit i MIGHt as well beCOme asexuAl,1,Non_Hate,0
196,"Congratulations to newly installed  Board of Supervisors Chair  - a historical milestone for #LACounty, for advocates for gender equity &amp; dignity, for child protection, and for #LGBT political leadership.",1,Non_Hate,0
197,still tripped out that it's 2015 an gay marriage is now legal in Texas but not marijuana.,2,Hate,1
198,didnt a queen come out as trans ON drag race can rupaul get his head out his ass,1,Non_Hate,0
199,"I'm starting to think Moonies are just using Naoko's ""women only"" rule to be trans exclusionary at this point.",1,Non_Hate,0
200,i luv being a tranny omg,1,Non_Hate,0
201,"I'm looking for #bbcsluts #bbcslut
#nastygirl #slutgirl #snowbunny #femboy #shemale   #germanslut #Slave #tranny #loli #whore  #kinkydaughter #kinkygirl #slut #nasty #perv #trans #slutygirl 
For me and my daddy   In Germany",1,Non_Hate,0
202,somethin bout you makes me feel like a transgender woman ^_^,1,Non_Hate,0
203,And Bitch I'm Not Gay I'm Bisexual .:OK hand:,1,Non_Hate,0
204,"All children have a right to bodily integrity whether they are born male, intersex or female. #i2 #EndMGM #EndIGM #EndFGM",1,Non_Hate,0
205,Have to keep telling myself that shoveling snow is the price we pay for living where queer and trans folk can feel at least a bit secure,1,Non_Hate,0
206,plot twist: I'm really a lesbian:women holding hands:,1,Non_Hate,0
207,"gay: ascot 
bisexual: turtleneck 
metrosexual: scarf
straight: cold neck",1,Non_Hate,0
208,"Tumblr has this nasty habit of equating ""I am not attracted to dick"" with ""TRANS WOMEN ARENT WOMEN AND I LOVE TO EAT SHIT"" it's nice",1,Non_Hate,0
209,"Dear Disney 

How about including Lesbian, Gay, Bisexual, Pansexual, Trans, Asexual and/or Aromantics, Demi's, Non Binary, Genderfluid, Intersex characters rather than just heterosexual ones!!! :rainbow flag:",1,Non_Hate,0
210,i am an asexual lesbian bewitched by a hairy white boy w/ a receding hairline,1,Non_Hate,0
211,"Up until the seventh grade, I thought transvestite was a type of suit.",2,Hate,1
212,Man I'm struggling with LGBTQ and Canada is already on LGBTQ2 fml,1,Non_Hate,0
213,"50 people are dead in Orlando. Not lesbian, gay, or bisexual people. 50 human lives. Don't lose sight of that",1,Non_Hate,0
214,I'm officially asexual... Done with these hoes man,1,Non_Hate,0
215,Just dragged Queer / Bar in my set and it FEEEEELS SO GOOD,1,Non_Hate,0
216,i may be gay...but these motherfuckin' hands are bisexual!!!! bitch,1,Non_Hate,0
217,"Bi update: If you were wondering, I'm feeling festively bisexual.",1,Non_Hate,0
218,"I just. I love books that are unashamedly queer.

Anti-error 404 Heteronormativity not found",1,Non_Hate,0
219,"Well, Ryan's a girl now so looks like I am a lesbian",1,Non_Hate,0
220,wheres that fucking. fic with the asexual island,1,Non_Hate,0
221,The biggest threat to feminism right now is transgender people. /0,2,Hate,1
222,"If you think God would be upset about you making a gay wedding cake and happy about you ripping screaming kids away from their parents, you're a fucking moron.",1,Non_Hate,0
223,"as i lesbian, i only like five guys",1,Non_Hate,0
224,#TRANSGENDER HULK WONDERS WHY NO #LGBT ISSUES TALKED ABOUT AT #DEBATE2012. TRANSGENDER HULK WILL SMASH LACK OF ANTIDISCRIMINATION FOCUS!,1,Non_Hate,0
225,"Gay and lesbian friends,  installed a filter that eliminated all photos tagged #bisexual and #bisexuality. We need your help!",1,Non_Hate,0
226,"Exactly my point! Thanks for sharing.

And of course, issues of inequity are magnified to transgender/non gender binary persons.",1,Non_Hate,0
227,"I love gun channels but I never fucked with that gunsandgear dork something about his voice and cadence and overall demeanor didnt resonate with me, the lame acts like a ghey fed. Way too many other good channels to watch his uploads",1,Non_Hate,0
228,This movie is so damn strange but then again that's what you get when you search for gay musicals I suppose.,1,Non_Hate,0
229,"josh: hey—
larries: LOL LGBTLIAM??? THE FUCKIN G IRONY LOLOLOL
josh: lgbt because im gay...
larries: ..... Anyway.... THE FUCKFJGK IRONY",1,Non_Hate,0
230,My dad bought me my own electric razor for my bday... nanxjsj dyke ally,1,Non_Hate,0
231,"are we really doing the bi VS pan thing all over again??? 

please ?? !! Dont?? Dont shit over bi or pan ppl?? 

my wisdom:
Dont be an ass to bi/pan and ace/aro ppl this pride and include lesbians and intersex siblings 

also nonbinary ppl are real and they say ""fuck capitalism""",1,Non_Hate,0
