id,Text,Label_Id,Label,Label_Rev
38,"I would dress up for #Halloween tonight, but as Britain's leading censorious student transsexual I think I'm scary enough :face screaming in fear::smiling face with horns:",3,Neutral,2
39,I really like you guys I talk about rape and inter species sex and you still talk to me like wow ilu all,3,Neutral,2
40,The fact that Wentworth Miller is gay makes me want to cry myself to sleep every night for the rest of my existence on this cruel earth,3,Neutral,2
41,"i am: 

:white circle:️ gay 

:white circle:️ straight 

:white circle:️ pan
 
:white circle:️ bi

:white circle:️ asexual

:radio button: afraid of coming out to my mom because she might kick me out but at the same time I don’t really give a fuck if she don’t like me. I’ll live with my friend or in the auditorium at school. I love that place",2,Positive,1
42,"To the man on a scooter who today screamed homophobic abuse calling us ‘bent, f*g batty boys’- your words will only make us prouder and stronger and you will not win.
Happy Pride Month :rainbow flag:",1,Very_Positive,0
43,"Apparently the sound i make when I'm about to fall on my face is very asexual, according to caleb and ",3,Neutral,2
44,:clapping hands: medium skin tone:BILL NYE:clapping hands: medium skin tone:SAVES THE:clapping hands: medium skin tone:WORLD:globe showing Americas::clapping hands: medium skin tone:NOW:clapping hands: medium skin tone:ON:clapping hands: medium skin tone:NETFLIX:clapping hands: medium skin tone:GRANDDADDY OF SCIENCE:clapping hands: medium skin tone:THE WIZARD HIMSELF:clapping hands: medium skin tone:FUCKING WATCH IT:clapping hands: medium skin tone:CATCH THAT TRANS EPSIODE:clapping hands: medium skin tone:,2,Positive,1
45,I'm just a sweet transvestite from transsssssssexual Transylvaniaaaaa,3,Neutral,2
46,"draw female character

call it a male

lol if u like it ur ghey :)",3,Neutral,2
47,I wonder how many of my hot 16year old lesbian friends on AIM were pedophiles.,3,Neutral,2
48,"#foreskin has many functions &amp; is no more extra than it's homolog, cliteral hood. Males, females and intersex babies all deserve protection.",2,Positive,1
49,"my 12 year old brother just said ""how is ally afraid of holes if she's a lesbian?"" ........ BRUH",3,Neutral,2
50,Our survey on community-based sexual health support to gay/bi men has gone out for translation into 19 European languages! ,3,Neutral,2
51,"So that pride flag emoji thing is making the rounds and all i gotta say is:

if you say something like ""wow they included the ace/intersex/genderqueer flag but not the lesbian flag?"" you can go fuck yourself because lesbians don't deserve to be represented MORE than other groups.",3,Neutral,2
52,"Happy #Pride  to all of my gay, lesbian, bi, trans, pan, queer, intersex, asexual, gender-nonconforming, questioning, closeted, + friends and family. Each of you are loved, heard, seen, and valued 365 days a year by me.",1,Very_Positive,0
53,Wow where did all those tweets come from? (They came from my head and from my heart and from my DETERMINATION TO MAKE MORE QUEER STORIES.),1,Very_Positive,0
54,Da fuq outta here w some #vaginalrejuvination when the shame/pain/isolation I feel mostly stems from unnecessary  genital surgery #intersex,3,Neutral,2
55,"GAY/BISEXUAL/TRANS PEOPLE OF PLAINFIELD CONNECTICUT, UNITE!",2,Positive,1
56,. expects LGB 2 throw our trans/intersex brothers &amp; sisters under bus in order 2 get our =rights.Nothing LGBTI without LGBTI,2,Positive,1
57,People's reasons for not wanting to date bisexual men are stupid and based on their insecurities. Sis that nigga will cheat on your insecure ass if he wants to. Where he swings both ways or not.,2,Positive,1
58,"OK look this isn't directed at anyone I've talked to on here but like.

I am bisexual

Choosing not to date or finding sex too much work to bother with does NOT make me ""functionally asexual"" 

I 
Am
Bi",2,Positive,1
59,"#CBB  Oh crap, we're going to have another trans moment :rolling on the floor laughing:",3,Neutral,2
60,Don Lemon warriors are mostly gay white men,3,Neutral,2
61,"If Bernies out there singing Scalias praises,kiss the LGBT vote goodbye. And the black vote.And the feminist vote And Obama voters too.SCUM",3,Neutral,2
62,Will there be a  for us? Stay tuned to find out! #film #filmmaking #lgbt #representation #lesbian #lesbianfilm #augustinthecity,3,Neutral,2
63,"Trans, fluid, straight, gay, bi.... etc 
I only value people live if they are productive or study hard. 
It's just that simple.",2,Positive,1
64,"Me: Openly out as bi to most people that know me
Also me: incredibly secretive about all my nerd shit",2,Positive,1
65,if ur into fake tittied platinum blonde stripper type girls then ur not my type. if all guys like that then guys r not my type. asexual life,3,Neutral,2
66,"LRTs: hell, I'm having trouble thinking of *books* with trans characters that get to enjoy sex. We just aren't depicted that way.",3,Neutral,2
67,"Yeah, Transgender people go through such a dramatic change in their life just so they can go fucking spy on people in the bathroom... NOT! :angry face:",4,Negative,3
68,"Since North and South Carolina are in the Bible Belt, I’m wondering if my gay and lesbian brothers and sisters will be blamed for Florence?:thinking face:",3,Neutral,2
69,"I love gay relationships. 
I think it's sweet. :men holding hands:",1,Very_Positive,0
70,MAYBE ITS THE FUCKING BOYS MAYBE I HATE BOYS MAYBE THIS IS WHEN I START BECOMING ASEXUAL BC BOYS FUCK ME OVER ALL THE TIME,3,Neutral,2
71,I literally should just go lesbian. Boys suck.,3,Neutral,2
72,Developing a lesbian crush on Vegas Cecilia it's fine tho,2,Positive,1
73,Me voy a volver asexual.,3,Neutral,2
74,nothing is more othering than hearing gay being thrown out as an insult by my family when they KNOW i'm fucking queer,2,Positive,1
75,Or just asexual. Fuck people man.,3,Neutral,2
76,"I loathe lesbians who hate men. They R irrational ,angry  and  unpleasant personalities . They shame and embarrass REAL gay:couple with heart: woman, woman::lipstick::kiss mark::handbag::glasses::high-heeled shoe:",3,Neutral,2
77,AKATSUKI IS THE QUEER KIDS CLUB HEADCANON IS ALL I NEED IN THIS LIFE,3,Neutral,2
78,"L = Lesbian
G = Gay
B = Bisexual
T = Transgender
Q = Queer
I = Intersex
A = Allyson ""Ally"" Brooke Hernandez (b. July 7, 1993)",2,Positive,1
79,using 'we're lesbian' every time we're about to get raped is extremely successful,3,Neutral,2
80,yall better say gey. it's not really hard. gey,3,Neutral,2
81,Happy birthday ya queer have a great day:party popper::hundred points::smiling face::crown::confetti ball::purple heart::Santa Claus::face with tongue: ,2,Positive,1
82,"I don't think Rutina's ever talked about her sexuality, but since she's been with men I'm not sure why we're not calling her bi and waiting for her to clarify (if she chooses)... people really do just erase bisexuality as a thing huh?",3,Neutral,2
83,"If someone says they weren’t bisexual in college, they’re lying to your face",3,Neutral,2
84,Im such a big lesbian why did i ever think i was asexual im so horny,3,Neutral,2
85,"90% of gay, lesbian, bisexual or transgender youth have been verbally or physically harassed at school.",2,Positive,1
86,Tyler saying he isn't gay is like me saying I was in love with him.,2,Positive,1
87,i have very high expectations that my anti-loneliness weighted blanket will serve my soul’s remaining lingering needs so i can finally live my asexual volcel truth,3,Neutral,2
88,"one of the few things bugging me about this korrasami deal is that some fans are calling them lesbians. 

THEY'RE BISEXUAL.",2,Positive,1
89,"'As a woman I am happy, as a self proclaimed lesbian I am not...'",3,Neutral,2
90,"cis women frantically hoarding imagined spiritual capital around their limited, vulva-exclusive conceptions of the “Divine Feminine” is such an egregious form of spiritual and intellectual laziness, not to mention promotion of violence against trans women+transfeminine people.",2,Positive,1
91,"Stan has the rights to Desiree Akhavan's TV series 'The Bisexual' in Australia, will play late 2018",3,Neutral,2
92,I'm Lesbian For  :red heart::smiling face with heart-eyes::kiss mark::face blowing a kiss:,2,Positive,1
93,shout out to the petscop community for not being shitty abt the paul is trans theory,3,Neutral,2
94,just call me a faggot and move on grandma,3,Neutral,2
95,So Valencia is canonically bisexual now? Interesting. All we need now is her and Darryl to team-up to solve crimes and we have ourselves an awesome spin-off.   #CrazyExGirlfriend,3,Neutral,2
96,"Odd moment at Ukip hustings as David Kurten names as one of his 3 main priorities opposing what he calls ""the transgender agenda"" in schools",3,Neutral,2
97,follow  and  this #FollowFriday #Bisexual #LGBT #USA,2,Positive,1
98,"One time a girl I did theatre with straight up told me that bi people don't exist bc ""you know what gender you'll end up with"" um bitch what",2,Positive,1
99,Here to be that best bitch that everyone needs &lt;3 Follow me! #myfirstTweet #LGBT #yourbestbitch #lovetherealyou,3,Neutral,2
100,I hate when a guy snaps you and you respond like a dumb ass and he just opens it ok men are dumb Im asexual,3,Neutral,2
101,"You're eyes are red? Were you smoking weed,  who am I kidding you were probably crying... Because you're a faggot..",4,Negative,3
102,I think God is gay.,3,Neutral,2
103,i will never be prepared enough for how gay the opening scene of dangal is,3,Neutral,2
104,Davis gay af freshman year as I was getting a tour at mo hi I saw a girl getting her shit tossed with brass knuckles in the girls locker,3,Neutral,2
105,I've known Ali for 12 years+ and he finally showed me a photo of his dad. Thought this nigga was asexual or some shit.,3,Neutral,2
106,Always watch where you’re going because today I walked into a transvestite. Screamed in it’s face. Scared the living shit out of me!! Thought I handled the situation well.,4,Negative,3
107,not enough people are aware it's called ace attorney because phoenix wright is asexual,3,Neutral,2
108,That transgender bloke on X factor is a annoying prick:face with tears of joy:,4,Negative,3
109,"We're still second class citizens, LGBTQ people will never have equality if we still let white, middle class middle aged men represent us",1,Very_Positive,0
110,I realized today my only memory of Queer Eye For The Straight Guy is how emotional Jai would get about the mix tapes he made everyone.,3,Neutral,2
111,hey everyone the black lesbian janitor from ursuline was at the dubourg football game,3,Neutral,2
112,"Transyouth Care training with the powerhouse presenters Dr. Jo Olson-Kennedy, Aydin Olson Kennedy, Susan Landon. We are so grateful to them honored to host the training annually. Great group of professionals getting skills necessary to serve trans youth",2,Positive,1
113,My brother just told me I’m a “Magneto bisexual”,3,Neutral,2
114,I'm happy that #Gaycation is back on TV.  does such a great job documenting the struggles and triumphs of LGBT ppl worldwide.,2,Positive,1
115,"Succubus but asexual.

Feeds off of intimate snuggling, tells you to have a ""me day"" everyday, and always wants pizza.",3,Neutral,2
116,"I want to give a flavour #intersex movement, now #comingout and becoming more proud and visible  #PrideinPractice ",3,Neutral,2
117,"some women have a penis
some men have a vulva

some people with a penis are non binary
some people with a vulva are non binary

some people were born with intersex genitals
and were most likely mutilated at birth to fit the gender binary

some people have NONE OF YOUR BUSINESS",2,Positive,1
118,hi everyone i’ve typed this out so many times but i’m finally ready to say this i’m bisexual i was so scared to tell anyone because i was scared of people abandoning me but it’s finally time i tell people who i really am i hope you all still see me the same :yellow heart:,2,Positive,1
119,"If you're gay don't think you're better than bisexual people with this ""two halfs make a whole"" shit. A whole? You aren't more legitimate:OK hand::victory hand:",2,Positive,1
120,I swear there is a lot of fake lesbian action on instagram,3,Neutral,2
121,"Biden has been giving cocksuckers a bad name, we aren’t all bad.  The more you know.",4,Negative,3
122,"Ugh. Fucking #Scarjo is playing a transman in what will be yet another insult to the #trans community. STOP GETTING CIS ACTORS TO PLAY TRANS PERSONS. Also, STOP MISGENDERING THEM. If you're not going to hire a trans actor, then hire a male actor. FFS it's not difficult",2,Positive,1
123,yusuke is a gay trans boy [duck slap.gif],3,Neutral,2
124,Spelman now accepting trans women starting the 2018-2019 school year. Okay Spelman. Yes!,2,Positive,1
125,the word queer is so fucking funny:face with tears of joy::face with tears of joy::face with tears of joy:,3,Neutral,2
126,"I'm Evelyn, 29, Hispanic Lesbian, wife &amp; mother who is completely in love with Emma &amp; Regina &amp; Swan-Mills Family WE ARE SWANQUEEN",3,Neutral,2
127,the name is trans. trans bond. *theme song plays*,2,Positive,1
128,#tweetthehottestgirlyoumeton2012  is this lesbian oops,3,Neutral,2
129,Voting down #LGBT protection &amp; rights?! Almost 2:1? Not fucking cool #Chattanooga Way to reinforce shitty southern stereotypes. Utterly fail,2,Positive,1
130,"I like my coffee how I like my men: rich, strong, and with a gay agenda.",2,Positive,1
131,someone once roleplayed my asexual vampire as a straight rapist.,3,Neutral,2
132,Your literally the biggest pussy queer I've ever met,4,Negative,3
133,Mike rose what a queer,3,Neutral,2
134,SHANERES1234 SENT: holo is gey,3,Neutral,2
135,i take it back coco is a lesbian suffering from compulsory heterosexuality,3,Neutral,2
136,"on principle i’m required to watch “abby’s”, an upcoming NBC comedy starring natalie morales as a bisexual named abby",3,Neutral,2
137,When Shawn Mendes is finally able to grow a beard some of the gays are gonna have a literal meltdown,3,Neutral,2
138,having a lecture on intersex people in ye olde uni and whilst the lecturer is good holy shit we were shown like a 20 year old documentary and shit on a bicycle that fucking thing sucked hot shit,3,Neutral,2
139,This bitch just asked if intersex is an ideological concept haha fuck this girl,3,Neutral,2
140,"Need more help around the shop in whitewright , need to be able to mig and stick weld. Will get called a cocksucker at least 20 times a day, pay depends on ability",3,Neutral,2
141,"Me: /tries to search common intersex variation
Results: /cissexist lies &amp; misinfo about how normal you can be with genital correction",3,Neutral,2
142,y’all are so quick to point out that gay &amp; lesbian are in biology textbooks but so is bisexual ! transgender ! asexual ! intersex ! if you’re going to promote inclusion based on science then fucking include people.,2,Positive,1
143,Landmark #SCOTUS same sex ruling will produce most significant change since inter-racial marriage 50 yrs ago. #9newsmornings,2,Positive,1
144,On June 23  will host a LGBT flag raising ceremony at city hall to celebrate Pride month. Honored to serve as emcee. #pride,2,Positive,1
145,My dad just looked at me and and why didn't you just turn into an ugly lesbian....,3,Neutral,2
146,Happy intersex day of remembrance :rainbow flag::two hearts::two hearts:,2,Positive,1
147,Might turn lesbian ya knoww,3,Neutral,2
148,before I get down to bizniss I just want to say that being bi is awesome. bisexual people are awesome. we rule.,2,Positive,1
149,"Two minutes into #AllWoman and #kathyburke has me laughing in agreement. I'm going to miss this series, it's been brilliant tv. Come back soon Kathy you are a breath of fag air. More documentaries please!!!!! I BEG you!:folded hands:",2,Positive,1
150,it’s snowing rn.. wow gaylord that is so on brand,3,Neutral,2
151,picks up alder and carries them to my hs's lgbt club,3,Neutral,2
152,"The Question of Our Lives: Do you believe that cisgender, heteroromantic asexuals belong in the community? Why? #asexual #LGBTQ",2,Positive,1
153,"Being a lesbian,Gay,Bisexual,
Transgender,queer,intersex, &amp; or asexual is not wrong some ppl are just to freaking ignorant to understand who we really are. Just love yourself and own that shit a say a big FUCK YOU TO THOSE WHO DON'T UNDERSTAND!",1,Very_Positive,0
154,Hey LGBT+ people! Don't forget that today is the anniversary of the Stonewall Riots! The whole reason we celebrate Pride in June!,1,Very_Positive,0
155,Calling my cat a tranny,4,Negative,3
156,NOAH CENTINEO IS FUCKING BISEXUAL FUCKING MARRY THE FUCKING LEGS OFF OF ME YOU BEAUTIFUL GAY MAN,3,Neutral,2
157,The owner at lgbtqia+ book shop was so nice she gave us two books for free :loudly crying face::loudly crying face::loudly crying face::loudly crying face::loudly crying face::loudly crying face::loudly crying face::loudly crying face::loudly crying face: what the fuck,2,Positive,1
158,If u jump ur mum triple gey,4,Negative,3
159,"When the hollow points hit the bodies,my money is on Barack Obama supporting the Muslims and killing LGBT. Make sure you have a rape whistle",4,Negative,3
160,Nonbinary Trans Individuals Are Nice :yellow heart: :purple heart:,1,Very_Positive,0
161,LESBIAN CULTURE IS BEING FAKE IN LOVE WITH BOYS AND THEN BEING SCARED WHEN ONE STANDS TOO CLOSE TO YOU,3,Neutral,2
162,sksksks when Leslie Knope married 2 gay penguins at the zoo and became a LGBTQ icon,2,Positive,1
163,Da fuq outta here w some #vaginalrejuvination when the shame/pain/isolation I feel mostly stems from unnecessary  genital surgery #intersex,3,Neutral,2
164,"Is there an online site tracking all awards &amp; honors 4 , fab #transgender actresses, director  &amp; writer ?",2,Positive,1
165,Queer horny twitter is an empathetic humor jerkfest and coming is the funniest thing in the world so hell yeah let's party and have fun!,3,Neutral,2
166,"Just watching  so it can be confirmed that Cheddar man was a black, Labour voting, LGBT, Remainer.....",3,Neutral,2
167,Instead of Big Dick Energy I have Chaotic Bisexual Energy,3,Neutral,2
168,"""LGBT club is inappropriate at school""

No no the Young Republicans club is completely inappropriate for school.",2,Positive,1
169,"bigot: FReE SPEEcH Is DeAd No oNe CAn DO aNYthInG AnyMorE
gIVe Me MY FrEeDOm To SpEAk

1 queer person, once: hi-

bigot: sHUT THE FUCK UP WTF DO U THINK U R DOINGS TOP SHOVING UR HOMO-NESS IN MY FACE DISGUSTING",3,Neutral,2
170,"Things that upset terfs:

Asking people what their pronouns are instead of stereotyping all xy ppl as men and xx ppl as women.

Specifying terfs by name instead of stereotyping all ""wombyn"" as transphobic.

Trans people doing anything stereotypical of their gender

#peaktrans",2,Positive,1
171,"not that anybody gives a fuck, but i’m asexual. since everybody wants to define themselves.",2,Positive,1
172,''Luca lets be the best lesbian couple the world will ever see''  2015,2,Positive,1
173,"1 thing to know about me, if ur gonna dm me &amp; not show me your cock ima get bored hella quick. There ain’t no comin back from me bein turned off. If you’re gonna dm me talkin about stuffing me w your cock. show it to me or gtfo, no time for bs. #dedicatedhoe #ts #tranny #slut",3,Neutral,2
174,"i am:

○ hetero

○ homosexual

○ bisexual

● a hell of a guy when i’m walking that tightrope",3,Neutral,2
175,i'm heeeereeee for the bisexual justin bieber era,2,Positive,1
176,"yue bing: soft crybaby who loves his family(s and sweets
peach: man hating lesbian who
joined nohr to kill xander with her own two hands",3,Neutral,2
177,A Shot At Love with Tila Tequila was the bisexual awareness and visibility the media needed and needs more of today,2,Positive,1
178,lana del rey singing ‘you told me again you preferred handsome men but for me you would make an exception’ gives me so much bi energy ugh im obsessed,2,Positive,1
179,"Comic book day, pancake day, bisexual day,  FUCK ALL THE DAYS JUST ONCE CAN IT JUST BE 'MONDAY' OR WHATEVER?",3,Neutral,2
180,Black and queer? Queer deviant to the norm. Black already everything against which the norm is set. How to combine? #DLintersectionality,3,Neutral,2
181,kabuki (the comic) was a weirdly big part of my preadolescence &amp; i never realized theres an implied intersex + nb character in it?,3,Neutral,2
182,how the fuck can u be gay but say lesbians choose to be lesbians i literally give up im out fuck this,3,Neutral,2
183,This is what lgbttqqiaap means Lesbian gay Bi transgender transexual questioning queer intersex asexual ally pansexual,1,Very_Positive,0
184,god damn i am tired of allistics saying autistic coded characters are asexual,3,Neutral,2
185,Pretty sure my manager thinks me and Taylor are lesbians:loudly crying face:,2,Positive,1
186,Bit of Asian lesbian porn at The Weeknds concert :eyes:,3,Neutral,2
187,I was curious and had to check. So twitter censored #bisexual and also #transsexual #transexual,3,Neutral,2
188,"cis ppl referring to trans-positivity as ""too political"" and ""inappropriate"" are being super fucking transparent in their transphobia lmao",2,Positive,1
189,"LRT as an asexual with celiac disease, i",3,Neutral,2
190,yikes my family is discussing the transgender bathroom situation it's messy,3,Neutral,2
191,im still gay for toby stephens especially in black sails :pensive face:,3,Neutral,2
192,What are some trans terms you'd like to see my parents guess the meaning of?,2,Positive,1
193,"LGBTQ FANS DESERVE RESPECT  whats ""brave"" is us wlw standing up for ourselves and @-ing you, stop hiding",2,Positive,1
194,"Tonight on Lill RP Recap:

-everyone is a gaywad.
-the district doesn't pay Steven enough for this.
-Candice needs to be kinkshamed. Pronto.",3,Neutral,2
195,nvm feelings aint shit i MIGHt as well beCOme asexuAl,3,Neutral,2
196,"Congratulations to newly installed  Board of Supervisors Chair  - a historical milestone for #LACounty, for advocates for gender equity &amp; dignity, for child protection, and for #LGBT political leadership.",2,Positive,1
197,still tripped out that it's 2015 an gay marriage is now legal in Texas but not marijuana.,4,Negative,3
198,didnt a queen come out as trans ON drag race can rupaul get his head out his ass,3,Neutral,2
199,"I'm starting to think Moonies are just using Naoko's ""women only"" rule to be trans exclusionary at this point.",3,Neutral,2
200,i luv being a tranny omg,3,Neutral,2
201,"I'm looking for #bbcsluts #bbcslut
#nastygirl #slutgirl #snowbunny #femboy #shemale   #germanslut #Slave #tranny #loli #whore  #kinkydaughter #kinkygirl #slut #nasty #perv #trans #slutygirl 
For me and my daddy   In Germany",3,Neutral,2
202,somethin bout you makes me feel like a transgender woman ^_^,2,Positive,1
203,And Bitch I'm Not Gay I'm Bisexual .:OK hand:,2,Positive,1
204,"All children have a right to bodily integrity whether they are born male, intersex or female. #i2 #EndMGM #EndIGM #EndFGM",1,Very_Positive,0
205,Have to keep telling myself that shoveling snow is the price we pay for living where queer and trans folk can feel at least a bit secure,2,Positive,1
206,plot twist: I'm really a lesbian:women holding hands:,2,Positive,1
207,"gay: ascot 
bisexual: turtleneck 
metrosexual: scarf
straight: cold neck",3,Neutral,2
208,"Tumblr has this nasty habit of equating ""I am not attracted to dick"" with ""TRANS WOMEN ARENT WOMEN AND I LOVE TO EAT SHIT"" it's nice",3,Neutral,2
209,"Dear Disney 

How about including Lesbian, Gay, Bisexual, Pansexual, Trans, Asexual and/or Aromantics, Demi's, Non Binary, Genderfluid, Intersex characters rather than just heterosexual ones!!! :rainbow flag:",2,Positive,1
210,i am an asexual lesbian bewitched by a hairy white boy w/ a receding hairline,3,Neutral,2
211,"Up until the seventh grade, I thought transvestite was a type of suit.",4,Negative,3
212,Man I'm struggling with LGBTQ and Canada is already on LGBTQ2 fml,2,Positive,1
213,"50 people are dead in Orlando. Not lesbian, gay, or bisexual people. 50 human lives. Don't lose sight of that",2,Positive,1
214,I'm officially asexual... Done with these hoes man,3,Neutral,2
215,Just dragged Queer / Bar in my set and it FEEEEELS SO GOOD,3,Neutral,2
216,i may be gay...but these motherfuckin' hands are bisexual!!!! bitch,3,Neutral,2
217,"Bi update: If you were wondering, I'm feeling festively bisexual.",2,Positive,1
218,"I just. I love books that are unashamedly queer.

Anti-error 404 Heteronormativity not found",2,Positive,1
219,"Well, Ryan's a girl now so looks like I am a lesbian",3,Neutral,2
220,wheres that fucking. fic with the asexual island,3,Neutral,2
221,The biggest threat to feminism right now is transgender people. /0,5,Very_Negative,4
222,"If you think God would be upset about you making a gay wedding cake and happy about you ripping screaming kids away from their parents, you're a fucking moron.",2,Positive,1
223,"as i lesbian, i only like five guys",3,Neutral,2
224,#TRANSGENDER HULK WONDERS WHY NO #LGBT ISSUES TALKED ABOUT AT #DEBATE2012. TRANSGENDER HULK WILL SMASH LACK OF ANTIDISCRIMINATION FOCUS!,3,Neutral,2
225,"Gay and lesbian friends,  installed a filter that eliminated all photos tagged #bisexual and #bisexuality. We need your help!",3,Neutral,2
226,"Exactly my point! Thanks for sharing.

And of course, issues of inequity are magnified to transgender/non gender binary persons.",2,Positive,1
227,"I love gun channels but I never fucked with that gunsandgear dork something about his voice and cadence and overall demeanor didnt resonate with me, the lame acts like a ghey fed. Way too many other good channels to watch his uploads",3,Neutral,2
228,This movie is so damn strange but then again that's what you get when you search for gay musicals I suppose.,3,Neutral,2
229,"josh: hey—
larries: LOL LGBTLIAM??? THE FUCKIN G IRONY LOLOLOL
josh: lgbt because im gay...
larries: ..... Anyway.... THE FUCKFJGK IRONY",3,Neutral,2
230,My dad bought me my own electric razor for my bday... nanxjsj dyke ally,2,Positive,1
231,"are we really doing the bi VS pan thing all over again??? 

please ?? !! Dont?? Dont shit over bi or pan ppl?? 

my wisdom:
Dont be an ass to bi/pan and ace/aro ppl this pride and include lesbians and intersex siblings 

also nonbinary ppl are real and they say ""fuck capitalism""",2,Positive,1
232,"If you think your life is hard, think how much harder it would be to be an ugly gay guy.",3,Neutral,2
233,Asexual multigender folks exist. There are more than two genders and they are all valid.,1,Very_Positive,0
234,"If TV influences  sexual orientation why am I queer? I grew up on entirely heteronormative, homo/transphobic cinema. So what’s tea?",1,Very_Positive,0
235,Intersex Individuals Are Considerate :sparkles:,2,Positive,1
236,Are we listening to astroworld or not? Him editing out that trans woman was fucked so do we care to listen?,3,Neutral,2
237,It has taken me so long to come to terms with the fact that I'm Bisexual and not a Lesbian. I'm so glad I've come to this realization tho.,2,Positive,1
238,Imagine you’re dating a guy and turns out he’s gay and dating you made him stop trying to run away from the fact.,3,Neutral,2
239,just remembered walking through soho last night past some roadmen and they went ‘there’s batty boys everywhere’ like YES well done you’re in fucking soho. indoor venues need to open asap so the gays can reclaim soho in full :face with steam from nose:,3,Neutral,2
240,So apparently there's a lesbian roll call at the G-Eazy concert. :face with tears of joy::women holding hands:,3,Neutral,2
