id,Text,Label_Id,Label,Label_Rev
4499,"A black guy walks out of McDonald's ""There's a Decepticon up in this bitch"" and of course, there's a trans-gender sitting talking on a Phone",3,Neutral,2
4581,I love how so many girls claim to be bisexual like until you've eaten pussy you don't like girls gtfoh,3,Neutral,2
4937,sausage party the only movie ever where the lesbian gets a happy ending,3,Neutral,2
5459,"I would rather get changed in the same room, hang out &amp;talk about sex w/ a trans women over a shit person who relates 2 me bc we have vagina",2,Positive,1
6049,dude why does it matter if your gay/ straight/ bi/ trans/ Muslim/ Jew / Christian etc. LET PEOPLE LIVE THEIR LIVES FUCK,1,Very_Positive,0
5940,neways my unpopular lgbt opinion is that ur not allowed to have an opinion on somebody else's identity thanks,2,Positive,1
4111,Sometimes I forget there are assholes in the world who don't accept LGBT. I'm just surrounded by so many people who love&amp;support each other.,2,Positive,1
2991,Keith is gay,3,Neutral,2
2355,Omg Michelle Obama is trans,3,Neutral,2
2265,HBD to my lezbo love thx for being my crazy wild gf:party popper::party popper::red heart::red heart: hope ur day was super fab #hotcheetos #spraytan #cancun ,2,Positive,1
4094,So my mom is now questioning if I'm a lesbian because she saw me watching the Wrecking Ball music video... Thanks Miley.,3,Neutral,2
4729,But I do get 40 minutes to read now on my commute. Spent today reading a gay as shit book written in 19-fucking-79 where the MC is hella bisexual and the world is very A+ on polyamory &amp; honestly it's more progressive than every other 'mainsteam' lgbt+ fantasy book I've ever read,2,Positive,1
4035,"My brain has clearly decided I've been single long enough...I need a girl :'( 
#LGBT
#Lesbian
#Lonely",3,Neutral,2
3870,not @ how people think that they should always be a separate genre for gay ships to be represented the fact that you think that shows in general cannot casually have lgbt+ representation is actually so fucked up,3,Neutral,2
4764,useless lesbian alert: it's me,3,Neutral,2
2615,"Whoa, I passed 200 followers!!
Yaaaaay
More dick for this dicksucker, please

I'd do a raffle but money be like, tight, and I don't draw lmeow
Unless,,,I raffled me writing a little(2k words or so) smutfic with your char and the cat here
But there's no interest for that...
Right?",4,Negative,3
5152,looking at the hive feature page and it's all very transexual and homosexual........,4,Negative,3
1875,"Based on my latest Google Ads, I think my computer thinks I'm a lesbian mom of at least 3, married to someone in a corporate position who travels often. Only 2 of those things are true lol.",3,Neutral,2
286,"B/c trans boys are allowed to like feeling pretty, too, goddamnit",3,Neutral,2
685,"you tell people you “bisexual”, first thing they say is “you just don’t know what you want”. bitch I like BOF, fuck out my face.",1,Very_Positive,0
1115,Sevilla boys were all ugly so I kept saying I was lesbian. THEY WERE ALL MAD:face with tears of joy::face with tears of joy::face with tears of joy::face with tears of joy::face with tears of joy::face with tears of joy::face with tears of joy::face with tears of joy::face with tears of joy::face with tears of joy::face with tears of joy::face with tears of joy::face with tears of joy::face with tears of joy::face with tears of joy:,3,Neutral,2
2351,Why do all the hot lesbians live up north,3,Neutral,2
2362,lrt: the amount of gay. im loving it,3,Neutral,2
217,"Bi update: If you were wondering, I'm feeling festively bisexual.",2,Positive,1
1500,Ozo pls don’t win again cos I don’t want you to get High. It’s obvious Neo and Praiz want people to gey high for the game #BBNaijaLocdown2020,3,Neutral,2
2905,"Had to put one of my free roosters into ""rooster jail"" for trying to mate with my crested ducks. Bastard spurred her on her back and made her bleed. None of that inter-species sex in my chicken coop!",3,Neutral,2
2922,writinys are so creative i feel inadequate posting my stupid cancon dicksucking fic,3,Neutral,2
2184,looking back to when I Didnt know anything about sexuality.....I was f*ing gay man,3,Neutral,2
1221,Hooooooly shit my dude how the fuck can you imply that trans people should maintain their equipment??? In case they want to have kids??? That’s not the only way you fuckwad. ALSO how DARE you refer to intersex people as “inbetweeners” uh...fuck you? Fuck you.,2,Positive,1
1797,“: whoever post tweets about yolo is fucking queer #faggots” yolo,5,Very_Negative,4
3941,all sheith families are valid. biological kid w/ one of them a trans parent??? valid. adoption??? valid. abo dynamic baby??? valid. kosmo is their fur baby??? valid,2,Positive,1
5836,"All children have a right to bodily integrity whether they are born male, intersex or female. #i2 #EndMGM #EndIGM #EndFGM",1,Very_Positive,0
3763,"Pride audit: seeing if businesses put their money where their mouths are. 

Of five businesses I stopped in after work, three had LGBTQI employees working in the front, and only one remembered intersex people. One remembered ace but not intersex.",2,Positive,1
4361,"who would win
demigod whos been perpetuating cycles of abuse and toxic masculinity for centuries
VS
one lesbian",2,Positive,1
1673,I was following the fat-shaming gay drama and thinking about how we’ve been conditioned to be awful to each other.,2,Positive,1
988,queer elders are e v e r y t h i n g,2,Positive,1
2341,just mindin my own business. enjoying this fine Saturday morning. decided hey why not bust a nut so I turn on some porn... WELL IT CONNECTS TO MY GRANDMAS BLUETOOTH AND STARTS BLARING LESBIAN PORN... I. Am. Deceased.,3,Neutral,2
2109,"me: *says to an 8 year old* I used to be a boy sorta 
8 year old: WAIT you're a trans.... TRANSGENDER",3,Neutral,2
4670,cool trans pride makeup lady is canceled because she posts the shitty homophobic MBB memes........fucking gross,3,Neutral,2
39,I really like you guys I talk about rape and inter species sex and you still talk to me like wow ilu all,3,Neutral,2
4070,"Just wait until the family finds out that not only am I queer as fuck, but I'm actually transgender on top of it all, that'll be a war.",3,Neutral,2
1695,if dudes wear flip flops the media will call them gay but women could have their fist inside a vagina at Walmart and they'd be best friends,2,Positive,1
4053,"Call me old fashioned but I don’t understand these memes about women ruining your life. Aim higher, dykes!!! Look for the woman who’s going to enhance your life, make you better, lift you up!",2,Positive,1
979,imagine if maruv and hatari sing together....my bisexual ass would be found dead in tel aviv,2,Positive,1
3499,"since its become increasingly apparent that people don't know this, gender aside, there are three biological sexes in humans- male, female and intersex. if you don't know what that is, I suggest you research it. please stop talking about things you don't fully understand. thanks",2,Positive,1
4063,"My name is currently ""Sylveon is trans and also gay"" and I've tweeted about this, AND retweeted other posts saying it and, yet I'm not blocked?

Hey , what're you waiting for? Block me already you transphobic hacks!

Sylveon is trans, trans, traaaaans, come at me!",3,Neutral,2
961,"I'd also love to see more of the LGBTQ+ spectrum represented - intersex, asexual, trans, etc.  #FallLGBTQ",3,Neutral,2
6232,"Dear Haunted Mansion, would you marry an asexual?",3,Neutral,2
1760,"shemale, deepthroat, anal, teen. Putain il marche pas ce site de XXX",4,Negative,3
2572,"Non-slur intersex descriptors is a facet of a bigger leftist problem about persuasion, too: assuming too much agreement beforehand. :right arrow:",3,Neutral,2
2757,"""NEWS FLASH HARRY AND LOUIS ARE ASEXUAL""",3,Neutral,2
496,Fuck man just go home you fucking queer and say high to your slutty ass sister ,5,Very_Negative,4
3904,"My mom just called me a crabby gay fag and was singing it to me 
#okaybye",3,Neutral,2
1942,I know this is gonna sound pretty ghey but holy cow do I flipping love  a whole bunch. I have moments where I just stare at him and smile real big because I can't believe I've found someone so damn perfect,2,Positive,1
1199,"Apparently my depression's gone thanks to  and  &amp;  , I love the gays",2,Positive,1
482,"Check your double standards &amp; hypocrisy before downplaying the issue. It's 2017, Chappelle still cracking on LGBTQ folks is whack.",3,Neutral,2
1956,Not sure if I'm just extremely picky when it comes to boys or I'm a lesbian?!¿¡,3,Neutral,2
375,Jesus was a Trans man.,3,Neutral,2
352,"Trump doesn't want transgender individuals to serve their country, but he has no problem sending them to fight and die in Afghanistan",3,Neutral,2
1047,"OMG I FOUND AN ANTI-LGBTQ SIGN AND THEY THOUGHT THE B IN THAT STOOD FOR ""BLACK"" AND MY PANSEXUAL ASS STARTED LAUGHING SO HARD AT THAT SIGN :face with tears of joy::face with tears of joy::face with tears of joy:",2,Positive,1
3189,"[TRANS] 151231 S.Coups' Fantalk
Fan: Which moment were you the happiest in 2015? 
Coups: All moment after debuting!!",3,Neutral,2
3253,How much car insurance do shemales pay?,4,Negative,3
2032,"When a #cdnpoli Member of Parliament provides Canada Summer Jobs to anti-choice groups, those groups have more staff to undermine LGBT rights. They have specifically targeted trans people.",3,Neutral,2
2541,If I don't see any lesbians at work tonight I'm kicking some cishet persons ass,3,Neutral,2
5206,A client spent a lot of time talking about 'trannies' and 'poofters' for someone who'd paid to have a trans guy fuck him in the butt.,4,Negative,3
1610,ur dumb they cud be bisexual RT : BUT THEY DONT LOVE U BC THEYRE LESBIANS. REEVALUATE YOUR LIFE,3,Neutral,2
6023,Tomorrow 7 pm free screening of Avenger movie plus reading Eating Fire My Life as a Lesbian Avenger   at  in #WorldPrideToronto,3,Neutral,2
4755,I don't care about sex or any of that shit at all. Like I could live my whole life without fucking again. My ole asexual ass. Lol,3,Neutral,2
4963,Why is a soon to be transvestite news...? Then again all it takes is for us to just change the channel.,3,Neutral,2
5503,"hearing my 12yo neice say how shes bisexual &amp; told a girl at her school that ""bisexuals exist, deal with it!!"" makes me so fucking proud.

sweet little queer baby, never lose that strength ♡♡♡",2,Positive,1
5296,"""Asexual"" and ""desexualized"" are not synonymous terms.",2,Positive,1
6092,We're in an Irish bar in Manchester and it's incredibly LGBT+ friendly and incredibly LGBT+ visible. This is why traditional 'gay bars' are dying. The world is finally catching up.,2,Positive,1
4151,Overheard from my street window “I didn’t know I was dating a lesbian”,4,Negative,3
497,"""Rachel is the most sexual asexual"" pretty much",3,Neutral,2
4487,"Aggressive antis that claim to have left the church because of being LGBTQ+ allies do not care about me, a fully active bisexual. Your experience in no way invalidates mine, nor the love I have felt from my Heavenly Father.",1,Very_Positive,0
531,Some man just stopped me &amp; told me he thinks he's bi &amp; do I know anyone on the scene or anywhere to meet people #dontgetpaidenoughforthis,3,Neutral,2
6250,"Whether you're trans, cis and/or intersex, we all need access to reproductive health care, which for many means birth control #HandsOffMyBC",2,Positive,1
2703,being a bilingual bisexual is the definition of big dick energy,3,Neutral,2
5533,"The same people who want nations borders removed and flags abolished are the same people who want to put rainbow flags on top of everything, the world over.

Pretty ghey.",4,Negative,3
5640,I'm asexual starting...NOW. #nolovelife #noproblems,3,Neutral,2
5036,Math is gay,4,Negative,3
5031,"#GrowingUpWithMyName Having Microsoft Word autocorrect your name to ""Granny Lesbian""",3,Neutral,2
1205,"How on Earth is sister Monica Joan meant to know that Lois is intersex. she's a nun, she doesn't have X-Ray vision? #callthemidwife",2,Positive,1
1171,"I can't do protests for mental health reasons. THAT SAID, fellow cis women, what are you doing? Your gender, your *feminism* doesn't come from your reproductive organs. Stop leaving out trans women, intersex women, cis women who have have hysterectomies. It's fucking gross.",2,Positive,1
5461,"I just saw a tweet that said ""you never forget the first person you fall for"" and I spent ages trying to figure out in what situation you would have to fall over for  someone. I am so overwhelmingly asexual",3,Neutral,2
4266,"If there's anymore Wolves players wearing gloves on Saturday shots will be fired :water pistol:

Man up you big gaylords",4,Negative,3
5964,why is cate blanchett such a perfect lesbian?,2,Positive,1
2850,HOLY SHIT JUGHEAD JONES IS CANONICALLY ASEXUAL,3,Neutral,2
1497,"Give Liane a shirt that says ""I'm with gay baby,"" and then give Firis a shirt that says ""I'm the gay baby.""",3,Neutral,2
5338,that guy is so wrong on every level like 1. yes they do grow manes 2. trans characters 3. intersex characters 4. theyre fucking furries!,3,Neutral,2
4481,"LOL! [Trans by Ode!] Kyu-&gt;JM: Horse, now I'm playing this too and I find it so totally difficult .. Wow ㅠ hh",3,Neutral,2
510,"some idiot just told me ""if being asexual makes you feel better as a person then do it"" ummmmm ok thanks i will",2,Positive,1
5074,Marriage is NOT about straight vs gay.  #gay #lgbt #gayquotes,2,Positive,1
3097,"911 emergency my mom just said the words ""if I was a lesbian, I would date Claire from House Of Cards""",3,Neutral,2
1869,Don't forget to check out our new Facebook page  #lgbt #LGBTrights #equality #transgender #asexual #intersex #gay,2,Positive,1
6227,"I'm torn on the book I want to review for one of my classes. Do I read the one about the intersection of masculinity and sexuality for closeted black men, or the one about the issues surrounding being intersex?",2,Positive,1
503,Just a reminder there are more intersex people than canadians,2,Positive,1
4422,"We all knew that kid, the one who was a vegan bisexual goth activist with self diagnosed bipolar. Hell, some of us were that kid. They all grow out of it. This too shall pass.",3,Neutral,2
2553,How can people be Asexual? :flushed face:,4,Negative,3
